Order Type,Quantity,Price,Property ID,Order ID,Expire At,Created At
Buy,10,5,01FGPR6RH69YDGKAMRTPE6XNBE,01HSVXBBQ7SHNAJ1TM3XJ4XJSB,1713999475719,1711407502416
Sell,2,40.34,01FGPR6RH69YDGKAMRTPE6XNBE,01HTG4D1NZG7GGSTYAGS7CF8RZ,1714677950761,1712085993850
Sell,3,40.35,01FGPR6RH69YDGKAMRTPE6XNBE,01HS8P1GN0X7C2MAHR0Y85WEKR,1713350666147,1710762305634
Sell,2,40.5,01FGPR6RH69YDGKAMRTPE6XNBE,01HS8NZMVB305K3T0NRDMX1CJG,1713350597523,1710762245223
Sell,30,47.87,01FGPR6RH69YDGKAMRTPE6XNBE,01HS8YVKXETW9DYDYH1YWFS70V,1713363514759,1710771551538
Sell,2,47.88,01FGPR6RH69YDGKAMRTPE6XNBE,01HRQXAZTENJA9P669B2MRA2RZ,1712791487013,1710199530521
Sell,1,47.89,01FGPR6RH69YDGKAMRTPE6XNBE,01HRMSJWGC9BEAXCTZGMV4YJET,1712686570119,1710094933635
Sell,71,51,01FGPR6RH69YDGKAMRTPE6XNBE,01HTEBT20JAR5BGS4CV56RAFG5,1714618605809,1712026645469
Sell,7,53.5,01FGPR6RH69YDGKAMRTPE6XNBE,01HSM3MKWZ52Y2TA5Q8C9T86EH,1713737629483,1711145662280
Sell,6,57.03,01FGPR6RH69YDGKAMRTPE6XNBE,01HRMBC0P12A41X4SKSW5SXZSB,1712671982339,1710080026833
