ID,Type,Quantity,Price,Amount Crypto,Payment Currency,Created At,Updated At
01HTHMTPGMJXHAGE8B52C5CRSD,buy,3,35.61,106833514,USDC,1712136728000,1712136739348
01HTG5Q3TP3Y8J2A2GC4BDVZEN,buy,1,35.42,35426567,USDC,1712087329000,1712087338838
01HTFTYTBTT5X1KG4J1FA750MA,buy,14,34.762142857142855,486673084,USDC,1712076042000,1712076056955
01HT947653K7JGHVSPB1RHDYV8,buy,4,38.93,155728763,USDC,1711850877000,1711850887332
01HT66YPG5Q97FBVVNQDR3E19N,sell,1,36.89,36896256,USDC,1711753078000,1711753091590
01HT35MDBWJMGH6JX2VWNTW35M,,7,38,,usdc,1711651042684,1711651042684
01HSXWDE19BD72YYGG7Y609E11,buy,2,38.805,77612929,USDC,1711473595000,1711473604649
01HSW10NKFGRGN7S5EYE11PHFE,sell,25,37.534,938357351,USDC,1711411310000,1711411320431
01HSW0YF16JEGA4TRBD0W0SRKX,buy,25,39.5096,987743798,USDC,1711411238000,1711411248166
01HSP54WEJWEFERMCT2ZQEZK01,buy,25,37.9308,948272637,USDC,1711214315000,1711214326227
