Order Type,Quantity,Price,Property ID,Order ID,Expire At,Created At
Buy,10,20,01FKKH0XY0RTNV2B74JVAEQJXX,01HR53N1RWKV31A5TMZK4YNAAK,1712156991305,1709568619953
Sell,1,43.97,01FKKH0XY0RTNV2B74JVAEQJXX,01HRMTQ44Q9SCGEV8B4T9ZH4GN,1712688086447,1710096118838
Sell,2,43.98,01FKKH0XY0RTNV2B74JVAEQJXX,01HQZF9W6HBRXSZX2M9Z2BMQZ9,1711967851092,1709379508017
Sell,20,44,01FKKH0XY0RTNV2B74JVAEQJXX,01HQQF7K9YA3FA2XF26AZXQXZR,1711699337847,1709110997304
Sell,1,45.69,01FKKH0XY0RTNV2B74JVAEQJXX,01HQXEVSKW1K1RTZ3PXSE7WYZZ,1711900298635,1709311938710
Sell,1,47.71,01FKKH0XY0RTNV2B74JVAEQJXX,01HQGV1FZNG2FAT68FHNFCSQ37,1711476869019,1708888500771
Sell,246,47.73,01FKKH0XY0RTNV2B74JVAEQJXX,01HPT9SAKAW13Y5P26BGB44KY5,1710720570536,1708132211560
Sell,1,52,01FKKH0XY0RTNV2B74JVAEQJXX,01HQTGVYYFXCT599F9AW1ZPGJF,1711805315713,1709213376694
Sell,4,58.22,01FKKH0XY0RTNV2B74JVAEQJXX,01HPA9PN23BY1KTJ0T95AYB33C,1710183710132,1707595250816
Sell,1,58.69,01FKKH0XY0RTNV2B74JVAEQJXX,01HRN2XQVYQJVWATBV0JDAHBE3,1712696687989,1710104725559
