ID,Type,Quantity,Price,Amount Crypto,Payment Currency,Created At,Updated At
01HTGSCC9FNSRZJN4FY4VRC4SG,buy,7,50.25714285714286,351805650,USDC,1712107947000,1712107958575
01HT98MPS4E6KVB80N8RA2NSV2,sell,1,47.67,47673042,USDC,1711855510000,1711855524645
01HT3SM8EP58XTGMKP2BFZT8XF,sell,1,47.76,47762294,USDC,1711671999000,1711672009175
01HT1NZGXAGE1HXF8F564HJ0TT,buy,1,50.28,50280650,USDC,1711601065000,1711601075115
01HT1NT3HVH63M1GJXYW1Z8PMN,buy,12,49.92166666666666,599065174,USDC,1711600888000,1711600897596
01HSZ2S777HRWRZASF4Q5NFZWZ,sell,4,47.03,188128425,USDC,1711513822000,1711513836775
01HSYJ3VDMVKJVC7KS58BD8PSH,buy,1,49.88,49883266,USDC,1711496345000,1711496359348
01HSYB6HSHA6ZDPJ5D1HVR3JTE,,1,50.02,,usdc,1711489107761,1711489107761
01HSYB6G588G0XSS5KE3PTVJJK,,1,50.02,,usdc,1711489106088,1711489106088
01HSYB6FZ1C02V8EPCFA7K0BQ7,,12,50.02,,usdc,1711489105889,1711489105889
