ID,Type,Quantity,Price,Amount Crypto,Payment Currency,Created At,Updated At
01HTH3DS0Z9VH7CCFWGWK1Y92G,buy,1,50,209.520362,ALGO,1712118490285,1712118500693
01HTFYCRNZHKMY5C9X5G6BPNPZ,buy,2,50,100,USDC,1712079659855,1712079670338
01HTEHTFJ7QJWHNNN8XC5A25DP,buy,1,50,50,USDC,1712032923401,1712032946911
01HTE62PDRR920SG8C3ENBHVGM,buy,2,50,,usd,1712020609907,1712020618665
01HTDRWAX0Q91J8GDYHAHN4GM3,buy,195,50,,usd,1712006770043,1712006779056
01HTDFC8E74PPVXE7H6S04J1KN,buy,1,50,,usd,1711996806011,1711996809408
01HTC7Q1F14K5C5V321HD86G9V,buy,1,50,,usd,1711955216263,1711955225041
01HTBHFVWKR3GA9WNV2XB15AAY,buy,1,50,37.63,USDC,1711931912232,1711931922793
01HTAR9VPJ6KQ9YYCTTA8WHF2P,buy,1,50,,usd,1711905501225,1711905504135
01HTAM3RKH7X8H1RKYSWF0XZ1Z,buy,1,50,,usd,1711901107237,1711901116154
