Order Type,Quantity,Price,Property ID,Order ID,Expire At,Created At
Buy,8,30,01GEMZ1F8HDXDQPX3ZDFV1EZYS,01HRA4BKGJRJVYQ6HMH6K2921T,1712325500670,1709737131568
Sell,106,38,01GEMZ1F8HDXDQPX3ZDFV1EZYS,01HRDBAR8MXFZCH3GH33E6RFP1,1712433470351,1709845103979
Sell,394,39,01GEMZ1F8HDXDQPX3ZDFV1EZYS,01HQJT4TT1MS2RQYMX84QARM1J,1711543030258,1708954670280
Sell,4,40,01GEMZ1F8HDXDQPX3ZDFV1EZYS,01HQGF4B6J0B4Z1F0KMNRVZS7E,1711464371311,1708876011021
Sell,1,41,01GEMZ1F8HDXDQPX3ZDFV1EZYS,01HR7E8EWX00FYZ135FD10R15X,1712238813053,1709646848712
Sell,2,49.5,01GEMZ1F8HDXDQPX3ZDFV1EZYS,01HPE1A9N6CQHEJPVH1MH0NZF3,1710312624840,1707720675120
Sell,5,51.3,01GEMZ1F8HDXDQPX3ZDFV1EZYS,01HPF9Z204X0EBDE3XXGA8QPEK,1710355250933,1707763298226
Sell,1,51.83,01GEMZ1F8HDXDQPX3ZDFV1EZYS,01HPDRQW9XK59ZZ8SGZHDS0GC8,1710299969248,1707711684292
Sell,9,53.11,01GEMZ1F8HDXDQPX3ZDFV1EZYS,01HPA9F0YDH9J5ZWGG4YR18EGW,1710183407979,1707595002196
Sell,39,53.26,01GEMZ1F8HDXDQPX3ZDFV1EZYS,01HQ91MMEQR16FFP0Y3EN011XG,1711218941212,1708626984732
Sell,2,60,01GEMZ1F8HDXDQPX3ZDFV1EZYS,01HPX484KBYJDEJE82R3HBFJWV,1710815416894,1708227068253
