ID,Type,Quantity,Price,Amount Crypto,Payment Currency,Created At,Updated At
01HRPK3V7EHN3T36VCXW3CYZPR,buy,5,20.413999999999998,102074089,USDC,1710155220000,1710155230446
01HRPK11SGHD4H0ZFG1ZEN9GE6,buy,5,19.406,97033278,USDC,1710155129000,1710155138865
01HRP1ARDQ6MDARJKH5D4GMVWS,sell,68,25.073823529411765,1705027680,USDC,1710136568000,1710136582583
01HRFV5T763XR8DFTRPWFTNSRC,buy,1,34.14,34149643,USDC,1709928793000,1709928802534
01HRCVQKGNYV65PF5QK05BCE9Z,,1,33,,usdc,1709828722197,1709828722197
01HRB2KQFAC7Y1KMG5W0AW7C9T,sell,40,36.3915,1455669238,USDC,1709768812000,1709768826347
01HQZHN99TBYRDSGW99XGQN3ZT,buy,2,39.07,78145439,USDC,1709381943000,1709381952826
01HQYFMP9JE0HBSSWCGP1W3X81,sell,7,35.534285714285716,248741103,USDC,1709346267000,1709346281779
01HQVK8YZK3FW116B9KA208MZS,sell,10,36.275,362754674,USDC,1709249413000,1709249428467
01HQN0R4N3SVY4QJYKS4H60N00,sell,1,32.98,32988306,USDC,1709028663000,1709028676260
