ID,Type,Quantity,Price,Amount Crypto,Payment Currency,Created At,Updated At
01HTFTSVRSRQ8GNPSAT6EVT3ZP,buy,1,50,,usd,1712075894902,1712075898385
01HTEHHCMZ742412A64D8JQ50P,buy,8,50,310.19,USDC,1712032625455,1712032635349
01HTEGRTDRHGBSYM94VH7Y5CKX,buy,1,50,12.05,USDC,1712031820356,1712031833811
01HTDX655HJXSHYZZF1JXM6QQX,buy,1,50,50,USDC,1712011285792,1712011297606
01HTC94YQKEPZ06T5TH6AFWTT3,buy,1,50,,usd,1711956720804,1711956729555
01HTA84WMZNC6M199V1BWBBBYG,buy,1,50,50,USDC,1711888560897,1711888569573
01HTA7Y03Z8735RF4AZAYH4RG7,buy,3,50,150,USDC,1711888335082,1711888341310
01HTA7MEHGS64ZS1679B6EKKEN,buy,3,50,150,USDC,1711888022224,1711888030010
01HT9VT3WM8RHPYN7F130FEB6H,buy,2,50,,usd,1711875625243,1712124221423
01HT9TGHC9V5993SCD3N5T9KK5,buy,1,50,,usd,1711874262846,1712124221423
