ID,Type,Quantity,Price,Amount Crypto,Payment Currency,Created At,Updated At
01HRN5WRBS187BS1129KA7M1CC,,1,37.99,,usdc,1710107812216,1710107812216
01HRK9RTNQER4RW9094JDCG1N5,,20,38,,usdc,1710044768951,1710044768951
01HRK98SXH37K5X2QPEAJFWBA8,,35,38,,usdc,1710044243888,1710044243888
01HRJ2PVE7SV279VRQ29S93C0X,,20,38,,usdc,1710003809735,1710003809735
01HRHNN61HH1WYDS8X65ZZP735,,10,38,,usdc,1709990123569,1709990123569
01HRFXE0Q4MZ3W0SZN43XXX7SG,,25,38,,usdc,1709931168484,1709931168484
01HRE54DFXWHVBVB1N7MQ6HDAC,,10,38,,usdc,1709872133629,1709872133629
01HRE46VDJV9EAC6Q710F3QHY4,,5,38,,usdc,1709871164850,1709871164850
01HRE163TD4J83ZD418H4804KF,,1,38,,usdc,1709867994957,1709867994957
01HRD6FTEEHG1505373R60MN5S,,1,39,,usdc,1709840001486,1709840001486
