ID,Type,Quantity,Price,Amount Crypto,Payment Currency,Created At,Updated At
01HT64973ZSZJTXRJVGK141X19,,1,46.99,,usdc,1711750290559,1711750290559
01HT05FEJWGQP22306ZNXK6ZXY,,3,37.5,,usdc,1711550216796,1711550216796
01HSSVZQ69S56QAW6DQ1XESNND,,2,37,,usdc,1711338937545,1711338937545
01HS4J1VV7DCXASXVB86K1J5VK,,1,37,,usdc,1710623879015,1710623879015
01HS4J066ZA7RKS7DS1P7TWFVE,,1,37,,usdc,1710623824095,1710623824095
01HRSXKG4TTT4EC2NQ4Q4Z4HG3,,1,34.99,,usdc,1710266892442,1710266892442
01HRRD16YB4FW03WGPN65CAY9M,,1,31,,usdc,1710215961547,1710215961547
01HRRCGV5VD92H369HJR8DJWVY,,1,31,,usdc,1710215425211,1710215425211
01HRH568JW1TFAAF486B5V1DK8,,1,35,,usdc,1709972857436,1709972857436
01HRGFN705J33SW256DX1VTEVY,,1,34,,usdc,1709950278661,1709950278661
