ID,Type,Quantity,Price,Amount Crypto,Payment Currency,Created At,Updated At
01HRB77M15GX8WTPQCEKWNB1SA,sell,1,28.38,28389518,USDC,1709773662000,1709773672486
01HR42DBNQ192419HJ6J6RZ7JS,sell,5,28.698,143494079,USDC,1709533722000,1709533736632
01HQTK8K6BM3FEAB451NGD54HJ,buy,1,30.42,30426377,USDC,1709215852000,1709215861964
01HQGERX2XEPCCQC11MDVT13NG,sell,6,29.213333333333335,175282408,USDC,1708875594000,1708875609181
01HQDKPY4SVYCAG9Z34B3WCGK1,buy,2,30.965,61936254,USDC,1708780114000,1708780124313
01HQB14E3ESR75FCS1NDBV6BME,buy,15,30.046666666666667,450702468,USDC,1708693525000,1708693534831
01HQ6NNKHBCRB7F8DPKFKV0VCC,buy,4,29.0175,116073670,USDC,1708547282000,1708547296811
01HQ61DM89XYEQ6HJ92CH1WDJR,buy,6,28.493333333333336,170965656,USDC,1708526054000,1708526063882
01HQ5T0ZNZCPM9QGZBQYWKS2HX,buy,1,28.11,28115311,USDC,1708518299000,1708518309568
01HQ43S5XJWXT06XRB0RWSTP7N,buy,1,28,28007937,USDC,1708461416000,1708461430707
