ID,Type,Quantity,Price,Amount Crypto,Payment Currency,Created At,Updated At
01HT6260JRQY0ZHB7NFSJD6G41,sell,5,32.444,162222711,USDC,1711748074000,1711748088408
01HSKBWTJEMDJA15NSV9JCV85V,sell,2,32.955,65912309,USDC,1711120729000,1711120738895
01HSK9F9NNCNBMSGDCQRG3T74X,buy,1,34.74,34744011,USDC,1711118188000,1711118198453
01HSFA149RZHNH2V0PQQ6T97Y7,sell,1,33.07,33079750,USDC,1710984555000,1710984565048
01HSF682T708P2HEZWGSFJX81S,sell,1,33.18,33180674,USDC,1710980584000,1710980598600
01HSEZE4FGE62JREX8F2JN45QJ,sell,1,33.28,33281471,USDC,1710973450000,1710973456880
01HSEZA5VCEKVQ6Y3N7A7G51KT,buy,3,34.92666666666667,104780874,USDC,1710973316000,1710973327212
01HS9652X38N9SRYHP330H91AH,sell,7,33.68857142857143,235824074,USDC,1710779159000,1710779173796
01HS7YCBCY6NTTJX4MY5VZEWZ2,buy,56,32.85071428571429,1839646553,USDC,1710737454000,1710737468830
01HRB77M15GX8WTPQCEKWNB1SA,sell,1,28.38,28389518,USDC,1709773662000,1709773672486
