ID,Type,Quantity,Price,Amount Crypto,Payment Currency,Created At,Updated At
01HT8N1X75BZ3C8PG0RS66TWXP,,1,29,,usdc,1711834985701,1711834985701
01HT8N05Q2FBNZFGZGE24YAJ8M,buy,1,25.22,25228595,USDC,1711834919000,1711834928867
01HT6TWYFS3G4YTBRE1JNWHX17,sell,12,24.438333333333333,293262533,USDC,1711773997000,1711774005754
01HT63WN5BP77XFSVZ0ZYSVSQK,sell,20,26.012999999999998,520260998,USDC,1711749869000,1711749878956
01HT5PR1XR8B9F69RDYNJQQX33,sell,3,27.143333333333334,81432823,USDC,1711736082000,1711736096696
01HT29E0FQP6WMGWD54AD397GE,sell,2,27.385,54778675,USDC,1711621463000,1711621472760
01HT29A639V0T8XAARHVNH4VWN,sell,1,27.53,27536118,USDC,1711621333000,1711621347433
01HSWC7NXGQ7PVXYFQVSN5BSG0,sell,25,28.7064,717665788,USDC,1711423070000,1711423084465
01HSWC6J81X9NGAEKZ2SSMEAWQ,buy,25,30.2172,755437995,USDC,1711423033000,1711423047937
01HSM0S7G1F75YZ86HCZGA4NTH,sell,1,27.72,27727841,USDC,1711142627000,1711142641154
