Order Type,Quantity,Price,Property ID,Order ID,Expire At,Created At
Buy,1,26,01FYA7B7ASPZ1C1K5Y7VVTNBJ8,01HR13599RRK5ZX1RYPP51EBHP,1712022251950,1709433885460
Buy,14,25.01,01FYA7B7ASPZ1C1K5Y7VVTNBJ8,01HRA3QN85W4D9DY34BAJGM15N,1712324848879,1709736476762
Sell,1,29.99,01FYA7B7ASPZ1C1K5Y7VVTNBJ8,01HRMVK6M42XQMY4GKMX6CWC18,1712689009737,1710097039447
Sell,100,30,01FYA7B7ASPZ1C1K5Y7VVTNBJ8,01HRJHNDBZ5T7XXZYEM1TQBMWV,1712607875272,1710019517370
Sell,9,34.9,01FYA7B7ASPZ1C1K5Y7VVTNBJ8,01HRBA4VRHF45XG6BBW8WDPYKH,1712365113503,1709776754181
Sell,1,35,01FYA7B7ASPZ1C1K5Y7VVTNBJ8,01HR3JBFM6DBB8NEAYQ10WSRVC,1712105278776,1709516925792
Sell,1,38,01FYA7B7ASPZ1C1K5Y7VVTNBJ8,01HR7D1ZEPH1RF7CG07393X8SM,1712233918110,1709645587807
Sell,20,39.99,01FYA7B7ASPZ1C1K5Y7VVTNBJ8,01HR8EYBZCAK38K04X5NR0Q1QK,1712269490111,1709681122761
Sell,50,43.99,01FYA7B7ASPZ1C1K5Y7VVTNBJ8,01HRMGTPXHFC3GZGKWR46TTH98,1712677722605,1710085751809
Sell,50,44,01FYA7B7ASPZ1C1K5Y7VVTNBJ8,01HQ1EWVJMGH6VKTHZW0YH767Z,1710960806941,1708372450953
Sell,5,45.99,01FYA7B7ASPZ1C1K5Y7VVTNBJ8,01HPSSZ4GM4A552KGKBZRDFPWN,1710703974627,1708115624236
Sell,259,47.11,01FYA7B7ASPZ1C1K5Y7VVTNBJ8,01HPX073VJ9A7GKGPQGEXGNPW1,1710811205125,1708222840041
Sell,2,53.11,01FYA7B7ASPZ1C1K5Y7VVTNBJ8,01HR7KNTXP1R5AEEPNMC999KG4,1712240889561,1709652531685
