ID,Type,Quantity,Price,Amount Crypto,Payment Currency,Created At,Updated At
01HRECXYHXRADN3HG3E71VKEMK,,1,50.02,,usdc,1709880310333,1709880310333
01HR0EXXA7AN837VEYWYK5QE5E,,1,50.2,,usdc,1709412644167,1709412644167
01HQRJVJ3D5CH22Y7F3YNAS4XN,,4,50,,usdc,1709148325997,1709148325997
01HQRJVDHR379HVJ9B3T1F8ERK,,1,50,,usdc,1709148321335,1709148321335
01HQKJ2BHRT67JNVGJZ2P2WB0F,,1,50.02,,usdc,1708979727928,1708979727928
01HQ1BHVDF92VMR12QZPM9GNZH,,1,50.13,,usdc,1708368915887,1708368915887
01HPSHDJMV3DF5DAGRPFQGR7K6,,2,50.14,,usdc,1708106631834,1708106631834
01HPS5ZTZXC5VMJATXAXBE3QXH,,10,50.14,,usdc,1708094647293,1708094647293
01HPR17Y4RFTJSAKG2JQK0MG2C,,1,50.14,,usdc,1708056115352,1708056115352
01HPNJE6150WQPAKTX8CQ66KNB,,2,50.14,,usdc,1707973482533,1707973482533
