ID,Type,Quantity,Price,Amount Crypto,Payment Currency,Created At,Updated At
01HT9Q1V355N70AAPN0E493M8C,buy,4,31.4125,125650366,USDC,1711870621000,1711870635109
01HT8C2TFHQ63GYXYVRYSPGJY0,,10,30,,usdc,1711825578481,1711825578481
01HT85JWT28GDVHH9DCFD0N2F5,sell,10,30.897000000000002,308978129,USDC,1711818755000,1711818765122
01HT5MDMQZ7EBWGRHJ6465GSMP,buy,5,33.448,167248814,USDC,1711733644000,1711733658367
01HT25N1QV7X5KBJ7V869WH8S4,buy,2,32.155,64310466,USDC,1711617495000,1711617509116
01HSZ0JGBVWW752CZDK3B21HA6,buy,5,30.854000000000003,154277953,USDC,1711511510000,1711511519611
01HSYZSGGMK1PTGC3YT6P8G04J,sell,10,30.194,301940221,USDC,1711510686000,1711510700565
01HSPAJWX53J1Q3Q9FH41B4004,sell,2,32.865,65733919,USDC,1711220018000,1711220028325
01HSNQ2FE47TRW32VBNF62NEGS,buy,2,34.595,69193512,USDC,1711199557000,1711199567300
01HSMS2ZWPQ0Q04XKT31VFWEKQ,buy,2,33.875,67750093,USDC,1711168115000,1711168126870
