ID,Type,Quantity,Price,Amount Crypto,Payment Currency,Created At,Updated At
01HRPE5WKZFC08P9DSQJ35CH55,,1,50,,usdc,1710150054527,1710150054527
01HRN67K1N6NFJ4K1K331ZX7NC,,3,50,,usdc,1710108167221,1710108167221
01HRN5C6BPJF9GYVC9535KHD9W,,1,50,,usdc,1710107269494,1710107269494
01HRMWK6JQPPXCJ5VQG2TV19JJ,,1,50,,usdc,1710098061911,1710098061911
01HRK8586YWBC3SH79BPRQCTTJ,,1,50,,usdc,1710043078878,1710043078878
01HRK021WNG5MJQX1ARRGV9VM2,,2,50,,usdc,1710034585493,1710034585493
01HRJXZF29V6N4AZRHV14HC6GA,,1,50,,usdc,1710032403529,1710032403529
01HRJWB2TMBHMDTQA975F5CWQ1,,1,50,,usdc,1710030687060,1710030687060
01HRJGCFCJPP3HYV90436S3Y6N,,2,50,,usdc,1710018149778,1710018149778
01HRHY6DCEPRY7Y1PS0F0CW9KP,,5,50,,usdc,1709999076750,1709999076750
