ID,Type,Quantity,Price,Amount Crypto,Payment Currency,Created At,Updated At
01HRPFPQ567AZJE0H9EDH59W9Q,,1,50,,usdc,1710151654565,1710151654565
01HRNV0XNZG19G09R20SP5E5B5,,1,50,,usdc,1710129968830,1710129968830
01HRMWP7MQA60A9NVZGG0SE5TN,,2,49,,usdc,1710098161303,1710098161303
01HRKK6NB05NXV0R5BJD8FJG6S,,1,50,,usdc,1710054659424,1710054659424
01HRDM6FK1T1A0BDN3ZFYQE116,,1,50,,usdc,1709854375521,1709854375521
01HRB2F3PER8RWQYKJ1GWADMRR,,2,47.5,,usdc,1709768675022,1709768675022
01HRAK51QFGRYGXZB5641PSC7F,,1,50,,usdc,1709752616687,1709752616687
01HR8Z0QXZ4WMJF77VDTBYHYPG,,1,50,,usdc,1709697949630,1709697949630
01HR7TZ5WMGGXJN1MFKJ1047HW,,2,50,,usdc,1709660149652,1709660149652
01HR7QGG015X3WAT4AYV8TJ0E9,,1,50,,usdc,1709656522752,1709656522752
