ID,Type,Quantity,Price,Amount Crypto,Payment Currency,Created At,Updated At
01HRJKM2ZR32MPXDA2N8R8V0QJ,buy,12,29.227500000000003,350730514,USDC,1710021535000,1710021544952
01HRH8V0F62GKSFDT96DF5VA6Z,buy,1,28.56,28560243,USDC,1709976673000,1709976682982
01HRH7PCGP1NBJCYGKEYWP28E2,buy,1,28.45,28457205,USDC,1709975473000,1709975482902
01HRGR7P8JJ1RWW6N2S3K884MD,buy,1,28.35,28354141,USDC,1709959258000,1709959272722
01HRFVYPKZ2PYCNS3FAFCC9XBT,buy,1,28.25,28251008,USDC,1709929608000,1709929618047
01HRB71DGNQB2WQM725JRDDV9E,sell,1,26.83,26838455,USDC,1709773459000,1709773469205
01HR1AZJN9XMHRCS00AMYQ0GSY,sell,2,26.985,53970802,USDC,1709442049000,1709442058921
01HQYTDW3Z720G2A9ZB3KN448A,sell,5,27.326,136638506,USDC,1709357583000,1709357592703
01HQTJG15ADVC06M5R6T6SD14Q,buy,1,28.97,28971620,USDC,1709215042000,1709215057066
01HQSDXRN7280CPBVEBJZHHGYM,buy,3,28.763333333333335,86298195,USDC,1709176695000,1709176709799
