Order Type,Quantity,Price,Property ID,Order ID,Expire At,Created At
Buy,5,40,01GEMZ1F8HDXDQPX3ZDFV1EZYS,01HTF7MKVX44P2HH7RXA2BNGN8,1714647791025,1712055800599
Buy,5,38.5,01GEMZ1F8HDXDQPX3ZDFV1EZYS,01HT0M512QR84H8T5K43R2JHYR,1714157601179,1711565604747
Buy,5,35.03,01GEMZ1F8HDXDQPX3ZDFV1EZYS,01HSVY3VTBXEG2BV2Z4A7GQJEB,1714000278566,1711408306257
Buy,1,35.02,01GEMZ1F8HDXDQPX3ZDFV1EZYS,01HSSPP0KZYQX5F281M867EB49,1713925367011,1711333402923
Buy,3,33.25,01GEMZ1F8HDXDQPX3ZDFV1EZYS,01HSKETFMDRQQ7M40NMP8CDJGV,1713715803726,1711123843555
Buy,1,30,01GEMZ1F8HDXDQPX3ZDFV1EZYS,01HSGQP41TA6HV32PP9D6K53CC,1713624431039,1711032466199
Buy,3,28,01GEMZ1F8HDXDQPX3ZDFV1EZYS,01HS01CRNEW4NM1CTT1VJ3HKDT,1713064187565,1710472193542
Sell,4,45,01GEMZ1F8HDXDQPX3ZDFV1EZYS,01HTG886X56B1266DAYWG51Q7X,1714681942847,1712090024938
Sell,27,48,01GEMZ1F8HDXDQPX3ZDFV1EZYS,01HTEDNACZQP7ECFG8K9RCA1WY,1714620533572,1712028585775
Sell,2,52,01GEMZ1F8HDXDQPX3ZDFV1EZYS,01HRSY7KYHCR7NXRADY3HSC6KX,1712859536037,1710267578829
Sell,2,52.63,01GEMZ1F8HDXDQPX3ZDFV1EZYS,01HRRY2EK2937WXV0MCF7P366Y,1712825654308,1710233855828
Sell,12,52.95,01GEMZ1F8HDXDQPX3ZDFV1EZYS,01HSVJ735JM24H1WWJD24QG0S1,1713987781971,1711395829862
Sell,70,53.25,01GEMZ1F8HDXDQPX3ZDFV1EZYS,01HRZN029XX41EP28AK6WAPCMX,1713051190224,1710459220986
Sell,315,53.26,01GEMZ1F8HDXDQPX3ZDFV1EZYS,01HR81SVFB2PDK9GVK1DYS0N0H,1712255702043,1709667341996
