ID,Type,Quantity,Price,Amount Crypto,Payment Currency,Created At,Updated At
01HRNCGSHWX6NHCJ7R5HGM1ZC3,,4,35,,usdc,1710114760251,1710114760251
01HRJKTEKJZXC6F4CTMDDCB52S,,1,41.04,,usdc,1710021753458,1710021753458
01HRH9FQPXFK5RMM4PWS90QSPV,,1,34,,usdc,1709977362141,1709977362141
01HRF38TD5CA1EP761T6FSF2Y3,,3,30,,usdc,1709903735205,1709903735205
01HRD56GKBS8T1963XHVSADX4H,,1,30,,usdc,1709838647915,1709838647915
01HRA6RGSNKEMVSNGA6WXWE4HV,,5,27,,usdc,1709739623221,1709739623221
01HRA6RBD9S7EPHNEJXHWJCZ76,,1,27,,usdc,1709739617705,1709739617705
01HR8NQQQRFRJDXR4X6H9GKSB1,,4,30.59,,usdc,1709688217335,1709688217335
01HR78HT1J58BSTGNYNRZHH37W,,1,30.59,,usdc,1709640837170,1709640837170
01HR5EQ27XGXPZJ0CPD31JXT9R,,82,27.53,,usdc,1709580191997,1709580191997
