Order Type,Quantity,Price,Property ID,Order ID,Expire At,Created At
Buy,1,29,01FKVM5P0WS9JPMCDZ1GB1RQQG,01HRCKH50XJKG73RAT9SB23VCZ,1712408508741,1709820122901
Buy,2,26.25,01FKVM5P0WS9JPMCDZ1GB1RQQG,01HR6K5D71573JZXWN304Q561N,1712206808993,1709618435808
Buy,10,26,01FKVM5P0WS9JPMCDZ1GB1RQQG,01HPV2HHSR58GTYWCPQRE09KFG,1710746533905,1708158143908
Buy,5,22.75,01FKVM5P0WS9JPMCDZ1GB1RQQG,01HR17W5RYS6V4K2CG60EWYFMM,1712027198685,1709438827617
Sell,10,35,01FKVM5P0WS9JPMCDZ1GB1RQQG,01HQH8SR71SG3P2WHDXFJ020SX,1711491296773,1708902928428
Sell,1,35.73,01FKVM5P0WS9JPMCDZ1GB1RQQG,01HRCSW574QT4EQ3NQSCA7VTNC,1712415159871,1709826806694
Sell,151,47.5,01FKVM5P0WS9JPMCDZ1GB1RQQG,01HPT9W79ZRAV4SB864NZ4J7VX,1710720668157,1708132305614
Sell,8,48.73,01FKVM5P0WS9JPMCDZ1GB1RQQG,01HPMXY7PZ6TS3NFAJ3WQWDWN6,1710540352399,1707952014566
Sell,1,49.73,01FKVM5P0WS9JPMCDZ1GB1RQQG,01HQNDECSYE5ASGRDC6SA3Z9A5,1711630366792,1709042015688
Sell,1,51.75,01FKVM5P0WS9JPMCDZ1GB1RQQG,01HRG219TE3TGDMP175XE4YDMZ,1712524318729,1709936021689
Sell,2,53.73,01FKVM5P0WS9JPMCDZ1GB1RQQG,01HR7M43CWVCBDHNMBV41HKAWC,1712241344579,1709653002011
