ID,Type,Quantity,Price,Amount Crypto,Payment Currency,Created At,Updated At
01HSTSQJFHFD3W6DRA6S66NHB1,,1,38,,usdc,1711370127856,1711370127856
01HSK4M0DY7ZE09V2Q0AEFYQ0D,,1,38,,usdc,1711113109950,1711113109950
01HS0VWF10JESNQFFW4CWE6MV1,,2,25,,usdc,1710499970080,1710499970080
01HRZ7SSJZTJXR42BN9JT72WPY,,1,35,,usdc,1710445356639,1710445356639
01HRX6Z7NECHXP5GNGA0FVFWAX,,4,35,,usdc,1710377377454,1710377377454
01HRQ1VSC2W6TQNC5A2JJM9CQN,,3,20,,usdc,1710170695042,1710170695042
01HRPZ205HJGHMH32ZJJ0E5CH7,,2,26,,usdc,1710167752881,1710167752881
01HRPZ1Z8EKKHKCRVK40SV311R,,1,26,,usdc,1710167751950,1710167751950
01HRPYY83BSDWYKVY8Q9PFX6DH,,10,26.01,,usdc,1710167629931,1710167629931
01HRPYVYKHFDPRJVXVT5KWJXPK,,1,28,,usdc,1710167554673,1710167554673
