Order Type,Quantity,Price,Property ID,Order ID,Expire At,Created At
Buy,20,28.86,01FRRVNC2Z49RXE8Q8DKE839KR,01HTGN7S3D8GZ27NZWMHYSEXEG,1714695612776,1712103639150
Buy,5,28.85,01FRRVNC2Z49RXE8Q8DKE839KR,01HTDSQ949ABA9V07QQPRP2G12,1714599648811,1712007681172
Sell,2,36,01FRRVNC2Z49RXE8Q8DKE839KR,01HTA4Q64CMNN9NEH0GS9853DA,1714476959535,1711884993831
Sell,10,38.89,01FRRVNC2Z49RXE8Q8DKE839KR,01HSFCTMAG517F5T31CNATQ9BG,1713579482458,1710987524401
Sell,20,38.9,01FRRVNC2Z49RXE8Q8DKE839KR,01HRQF8QKQ252AQPC4C5AKE26P,1712776559191,1710184775494
Sell,1,38.99,01FRRVNC2Z49RXE8Q8DKE839KR,01HRMW9WG2065KCXNF3KGT632Q,1712689753604,1710097789278
Sell,20,40,01FRRVNC2Z49RXE8Q8DKE839KR,01HS0Q68TZ13MSH6SVGGGCMK88,1713083406917,1710495075357
Sell,87,44.9,01FRRVNC2Z49RXE8Q8DKE839KR,01HTECCRSBJ3YBEDCV5Q7E35CZ,1714619219758,1712027257664
Sell,367,45,01FRRVNC2Z49RXE8Q8DKE839KR,01HRK7YH2WSG7A0F3E6NQ9M6GH,1712631245177,1710042885285
Sell,93,48.99,01FRRVNC2Z49RXE8Q8DKE839KR,01HRG7SMRK89FQTWBBFVR8Q2G8,1712530430719,1709942061264
Sell,1,51,01FRRVNC2Z49RXE8Q8DKE839KR,01HRXCK1VBBQMMSYDSEANHZBHY,1712975246382,1710383295609
Sell,10,53.84,01FRRVNC2Z49RXE8Q8DKE839KR,01HR81QBS9XAC6J7V15WTFSKNY,1712255610396,1709667260916
Sell,4,55.78,01FRRVNC2Z49RXE8Q8DKE839KR,01HTCX30D51Q7C299WT5VAGX0Z,1714569613300,1711977654260
