ID,Type,Quantity,Price,Amount Crypto,Payment Currency,Created At,Updated At
01HTE4S3C01Z10AZ3WSJEW6RE1,,1,26,,usdc,1712019246464,1712019246464
01HTB6J4BYPHWQMJ2R4MKQZ34C,,9,27,,usdc,1711920451966,1711920451966
01HT6RA3BC0K2WDMHFTWJ2NFRR,,1,27,,usdc,1711771290988,1711771290988
01HT052NRXZ9G2J0DRX2V2882H,,5,29.99,,usdc,1711549798173,1711549798173
01HSVEP08W2TKMS9JSD64FR6HY,,1,25.01,,usdc,1711392096540,1711392096540
01HSSGB3PGE55PX3BYC0M9XC4F,,10,27,,usdc,1711326727888,1711326727888
01HSHKV15T4A6KSKY7W8PYBQ1M,,2,27,,usdc,1711061959866,1711061959866
01HSGG3Q911D8PPF34BDK3RFJK,,1,27,,usdc,1711024495905,1711024495905
01HSFP7RY7CB1Q4RXQT1GAH5CP,,5,27,,usdc,1710997365703,1710997365703
01HSED9Z8EY9G64FZ7JFJKDM67,,2,27,,usdc,1710954446094,1710954446094
