Order Type,Quantity,Price,Property ID,Order ID,Expire At,Created At
Buy,5,26.01,01GF3XG5EMM2K9VBR4C7YYWT6J,01HSRDG4478P797QJT8PHR45WM,1713882190407,1711290219745
Buy,1,26,01GF3XG5EMM2K9VBR4C7YYWT6J,01HSP0C42NMN4B96B3D3H77Y11,1713801315037,1711209346188
Sell,9,40.95,01GF3XG5EMM2K9VBR4C7YYWT6J,01HT2MZ95Q6HBC73XJ5BANP26A,1714225563922,1711633600740
Sell,146,40.97,01GF3XG5EMM2K9VBR4C7YYWT6J,01HS967N5GCSFK6W48TWP6F3SV,1713371255421,1710779283976
Sell,1,40.98,01GF3XG5EMM2K9VBR4C7YYWT6J,01HRSXK8EQDQBAMSFCNA67N0FY,1712858869235,1710266910109
Sell,33,40.99,01GF3XG5EMM2K9VBR4C7YYWT6J,01HRG5DWSMWSC0WDN99CNTSX6B,1712527945256,1709939581285
Sell,1,42,01GF3XG5EMM2K9VBR4C7YYWT6J,01HRDEYHHJHK2V50AADRXFED8Z,1712437248034,1709848900173
Sell,2,49,01GF3XG5EMM2K9VBR4C7YYWT6J,01HRZWZF7WGA8FM5Z36TXSBQ9W,1713059551291,1710467589142
Sell,3,49.04,01GF3XG5EMM2K9VBR4C7YYWT6J,01HRDXJZP6Y9G0XGNJMN5PZG9Z,1712452593066,1709864249920
Sell,8,51.3,01GF3XG5EMM2K9VBR4C7YYWT6J,01HSRXMT9JJ80GTDMQP2S5KBE2,1713899107734,1711307149070
