Order Type,Quantity,Price,Property ID,Order ID,Expire At,Created At
Buy,13,16.01,01FNMVMNP4MVG9V6MXM51SPFTP,01HS91JVQ8CCJVC5K81ATVTFQF,1713366381908,1710774410114
Buy,2,16,01FNMVMNP4MVG9V6MXM51SPFTP,01HRR7EAZC0SWK99ZKRWS4W5X4,1712802097771,1710210130968
Sell,3,29,01FNMVMNP4MVG9V6MXM51SPFTP,01HTHFH9JABQ5E14ESXAQXMEW4,1714726772076,1712131216347
Sell,26,30,01FNMVMNP4MVG9V6MXM51SPFTP,01HTGN385KHTMV7AV1RJV85WJD,1714695446440,1712103492179
Sell,18,32,01FNMVMNP4MVG9V6MXM51SPFTP,01HSTYZWNFJHQ44B4C926958MF,1713967620308,1711375669490
Sell,7,33.99,01FNMVMNP4MVG9V6MXM51SPFTP,01HSFCQA1MGGS0HVD2GR4XZ892,1713579371901,1710987417127
Sell,2,34,01FNMVMNP4MVG9V6MXM51SPFTP,01HRM4PW3DAESR8TQCFVMZ3C1V,1712664973564,1710073044255
Sell,6,35,01FNMVMNP4MVG9V6MXM51SPFTP,01HRG8484D702E8VRPZ8RWF0YR,1712530733589,1709942409086
Sell,5,37.5,01FNMVMNP4MVG9V6MXM51SPFTP,01HRG86Y268E09CEDR5HKG4WWP,1712530861247,1709942498529
Sell,5,40,01FNMVMNP4MVG9V6MXM51SPFTP,01HRG898WB4TCMY1T5Y5T92VF9,1712530934990,1709942576417
Sell,20,44,01FNMVMNP4MVG9V6MXM51SPFTP,01HRG0223SDGW5Q2EMK23MPJS0,1712529508164,1709933948804
Sell,115,44.9,01FNMVMNP4MVG9V6MXM51SPFTP,01HTEC7VTXSWJTRDEGH1HF7C1V,1714619054513,1712027097362
Sell,2412,44.99,01FNMVMNP4MVG9V6MXM51SPFTP,01HRAW0DPNMB2NGB2BTPTQ0WZN,1712350297818,1709761930223
Sell,12,46,01FNMVMNP4MVG9V6MXM51SPFTP,01HRXCF8FNQRZ9KGBK3ATME93E,1712975131605,1710383170817
Sell,20,46.26,01FNMVMNP4MVG9V6MXM51SPFTP,01HR8ETE5FA5E35PF1NFH0FJ27,1712269360458,1709680993604
Sell,109,47.69,01FNMVMNP4MVG9V6MXM51SPFTP,01HRCDJTCBEA6DXWZB6KZ3YFJT,1712402249768,1709813910807
