ID,Type,Quantity,Price,Amount Crypto,Payment Currency,Created At,Updated At
01HRK2D90WTJAH6HXD6EBHQK8D,,10,50,,usdc,1710037050396,1710037050396
01HRJJ7J9VPW5R53DCRMEEZTD6,,2,50,,usdc,1710020086075,1710020086075
01HRJGMF3J3M0YQVPNN0W0W6CY,buy,2,50.035,100078100,USDC,1710018402000,1710018411634
01HRJBRPW1J79Z63KENGP011JW,,28,50,,usdc,1710013307776,1710013307776
01HRJ9PYSTARBP0F0TYT9SE6T4,,2,50,,usdc,1710011153210,1710011153210
01HRJ3X29MH96BZ0XD4KZ8KFX0,,58,50,,usdc,1710005061940,1710005061940
01HRGJPTZHRFDCD4AMR4SC1CCP,,2,50,,usdc,1709953477617,1709953477617
01HRGJM08G8EFYNN23WDKRNQ0F,,40,50,,usdc,1709953384720,1709953384720
01HRGCQX13R4005KP5PW9Q7EYM,,2,50,,usdc,1709947221027,1709947221027
01HRGCPJYW00SPX747BHBJJ4ZA,,55,50,,usdc,1709947177948,1709947177948
