ID,Type,Quantity,Price,Amount Crypto,Payment Currency,Created At,Updated At
01HTEPQ0MA3AAY87WJ15Y0EBQR,,1,30,,usdc,1712038052489,1712038052489
01HTB3BB2XXETN4B9BYF147APZ,,7,41,,usdc,1711917083741,1711917083741
01HTB38YYN9SG6FQ1NDA9G8PCV,,1,41.5,,usdc,1711917005780,1711917005780
01HT2B3FDGT47NR7V1CMFN859S,,1,43,,usdc,1711623224752,1711623224752
01HT2AGT9FE6HBYAG9GWMAYVQF,,2,43,,usdc,1711622613295,1711622613295
01HSXSXA94GZP72GFK4KTDA3C8,,2,41,,usdc,1711470979364,1711470979364
01HSNZ604VTEEZAZFA5ZT3Q4TN,,1,43,,usdc,1711208071323,1711208071323
01HSM0P8TY4MK9V61M2C7095HQ,,1,41,,usdc,1711142544222,1711142544222
01HSK33JCDRZJ962ARFG0RPJBT,,2,43,,usdc,1711111522701,1711111522701
01HSCRPQN9563789YZ5VFNZG36,,4,43,,usdc,1710899289769,1710899289769
