ID,Type,Quantity,Price,Amount Crypto,Payment Currency,Created At,Updated At
01HTGV3HX97VYDJEQJ7YBWNYWP,sell,2,43.835,87675259,USDC,1712109757000,1712109766569
01HTGV2N3QS4PH70H7BMP7DDHJ,,2,41.23,,usdc,1712109737079,1712109737079
01HTGTZZ3H1142J5BKH04WTE5B,sell,3,44.51666666666667,133556116,USDC,1712109639000,1712109649009
01HTGTZE2A6W2F75S4PK9P0TQT,,3,41.23,,usdc,1712109631562,1712109631562
01HTGTWT9C2XPGZ4WCM07SPZMR,sell,1,45.04,45048981,USDC,1712109536000,1712109545773
01HTGTW3DK2PS4ZP1AGM86QCJZ,,1,41.23,,usdc,1712109522354,1712109522354
01HTGTSEGVCACQXQEK04AWMS6S,sell,1,45.3,45308050,USDC,1712109421000,1712109435420
01HTGTRFRMN39331ZGZ837KF87,,1,41.23,,usdc,1712109403924,1712109403924
01HTDKSTG1WGHAD1A9KD2WGDNP,,4,41.23,,usdc,1712001444353,1712001444353
01HTBVHD21R6FYYRCXG4NEZW0S,sell,10,39.893,398935844,USDC,1711942434000,1711942448193
