ID,Type,Quantity,Price,Amount Crypto,Payment Currency,Created At,Updated At
01HT98WRRM98PCJKX2KD5BFQ7V,sell,1,47.78,47784240,USDC,1711855774000,1711855788820
01HSXMMDX844BB3TEQV4QNGVHJ,buy,2,50.31,100622900,USDC,1711465435000,1711465445288
01HSPJGCXZSYPA5V62CHDAX55K,buy,2,50.285,100572700,USDC,1711228325000,1711228335039
01HSP1QFSV4XM0XSTKTBA0AADZ,buy,1,50.25,50254100,USDC,1711210727000,1711210741563
01HSKFS55H4MB4X1YKD0HZYKR6,buy,5,50.382,251918500,USDC,1711124803000,1711124812978
01HSJPC1F1CX7MK7Y81TWHS3MV,,2,53,,usdc,1711098168801,1711098168801
01HSJP957VMFHVHM2Q7V923KR6,buy,4,57,228000000,USDC,1711098064000,1711098074363
01HSJNXJWH5GVQR71WPBQ2F5XZ,buy,2,51,102000000,USDC,1711097685000,1711097695122
01HSDABPJFH7PJ1Y6PYCK4J4PY,,1,50,,usdc,1710917802574,1710917802574
01HSDABPA48ZSJ5E8WKZWM7QJT,,2,50,,usdc,1710917802307,1710917802307
