ID,Type,Quantity,Price,Amount Crypto,Payment Currency,Created At,Updated At
01HSZVN0M8NY0M2KC38H209NEK,,25,44.99,,usdc,1711539913352,1711539913352
01HSK32B5SFC01BTQ0PTX33FF5,,1,45,,usdc,1711111482553,1711111482553
01HSHHF96W9MFS2QYN5ZM4QA1E,,10,45,,usdc,1711059477724,1711059477724
01HSFE2W2EBVSQX4RB549Y34E2,,2,45,,usdc,1710988816462,1710988816462
01HS149QGQWB13HPTARA7P8MC5,,1,45,,usdc,1710508793367,1710508793367
01HRZ81KRDB6282K7BSW7YYZR0,,1,45,,usdc,1710445612813,1710445612813
01HRJY4TC23CFD60KXDB4W61ZD,,1,45,,usdc,1710032578946,1710032578946
01HRJGFGSRD3WSEVN3MG7N0R1Y,,2,45,,usdc,1710018249528,1710018249528
01HRGQY1ZTRX0GFBYEH3M6KHMS,,7,45,,usdc,1709958957050,1709958957050
01HRGQXWEDQ8TB362HBJWZQRST,,1,44.5,,usdc,1709958951373,1709958951373
