ID,Type,Quantity,Price,Amount Crypto,Payment Currency,Created At,Updated At
01HTGVNDNAJ9FRQF1T8SESH297,buy,2,53.035,106076600,USDC,1712110341000,1712110352043
01HTD5Z6ZTRCZBNCA4TZC770JG,buy,5,52.802,264014500,USDC,1711986926000,1711986940922
01HTAD5G3CJRAKHGJZNJ7SE8P1,buy,8,52.33875,418718000,USDC,1711893814000,1711893823596
01HT2Q8G93JY107T922T8Z5086,,2,50,,usdc,1711635972387,1711635972387
01HSYBJSR4RH0GSC01PSAAARBS,,2,50,,usdc,1711489509124,1711489509124
01HSXW8SW1XSSEYFDKFV4RSGYW,buy,1,52.12,52121800,USDC,1711473443000,1711473452930
01HSXNGTFFZCHXV6XA882YHPW0,,2,50,,usdc,1711466375663,1711466375663
01HSXNGTE59J8GEQ0PPNC2TJHE,,4,50,,usdc,1711466375621,1711466375621
01HSWYVD93TMH0FB7GF5X1DG0H,,25,50,,usdc,1711442605347,1711442605347
01HSW3PXKH9ZRKGFTH757HBWG8,,1,50,,usdc,1711414146673,1711414146673
