Order Type,Quantity,Price,Property ID,Order ID,Expire At,Created At
Buy,30,15,01FPKD7BNFR2D3H1CFTDNZMATT,01HRA8MDP0QQMBZBJJWY3F02EB,1712329984906,1709741612778
Sell,3,25.75,01FPKD7BNFR2D3H1CFTDNZMATT,01HRNZ20ENNC3PQRPYCYNSV3BC,1712726129040,1710134230743
Sell,32,29,01FPKD7BNFR2D3H1CFTDNZMATT,01HRN8A5WC13MND4GAKNNA87F3,1712702340994,1710110375029
Sell,1,29.99,01FPKD7BNFR2D3H1CFTDNZMATT,01HRMW5VD04YW5EC8FXGM9KQBZ,1712689621543,1710097657651
Sell,1,30,01FPKD7BNFR2D3H1CFTDNZMATT,01HRM4X31JAAAEJRM445R8BZ5B,1712665189348,1710073248043
Sell,10,33.99,01FPKD7BNFR2D3H1CFTDNZMATT,01HRFPTSHN9VQXDYEHWA3CKSSC,1712512641822,1709924275526
Sell,23,34,01FPKD7BNFR2D3H1CFTDNZMATT,01HRBEJFHCXJQVV46DGVH5ZWVB,1712369661282,1709781395827
Sell,30,34.43,01FPKD7BNFR2D3H1CFTDNZMATT,01HRA1M4AT0E4A1PF7PSQFAMRG,1712326227587,1709734263802
Sell,1,35,01FPKD7BNFR2D3H1CFTDNZMATT,01HR0H0VR77MHRP1VPGSD8A8YJ,1712003223139,1709414865690
Sell,100,37.49,01FPKD7BNFR2D3H1CFTDNZMATT,01HRFRW6SP0SR5124Y0DM7DRC6,1712514775928,1709926416948
Sell,50,37.5,01FPKD7BNFR2D3H1CFTDNZMATT,01HR5E5TZ8SNKAJ7VZ6HTT0NKX,1712168022861,1709579653430
Sell,17,38.99,01FPKD7BNFR2D3H1CFTDNZMATT,01HPZ1PW5GG5WKVE8F9XYD3PJW,1710883461163,1708291514161
Sell,4,40,01FPKD7BNFR2D3H1CFTDNZMATT,01HPPT5DB8VV5DAXK26RYGAC3W,1710607083230,1708015164870
Sell,1,42.71,01FPKD7BNFR2D3H1CFTDNZMATT,01HQGHAPJJEWXX9ZPJ9Z4ZFKFE,1711466672245,1708878316416
Sell,102,43.57,01FPKD7BNFR2D3H1CFTDNZMATT,01HPF8CHRB7JQHSJ2VAA469BZH,1710350002886,1707761643253
Sell,65,43.71,01FPKD7BNFR2D3H1CFTDNZMATT,01HPX01H6DVPEGCVJGD85Y8DAD,1710811021959,1708222656151
Sell,1,45,01FPKD7BNFR2D3H1CFTDNZMATT,01HQQYRA69EY3FVET3RXP3N1P3,1711715633518,1709127274066
Sell,1,45.06,01FPKD7BNFR2D3H1CFTDNZMATT,01HQXF14A5AM9DKJ7N7EBV51TQ,1711900345971,1709312113620
Sell,20,50,01FPKD7BNFR2D3H1CFTDNZMATT,01HQWJ7CZ5AEQ22RTB12H4VMC6,1711870267653,1709281909418
Sell,2,53.71,01FPKD7BNFR2D3H1CFTDNZMATT,01HR7KR63Q08ZPZ3302AD8JPKJ,1712240970104,1709652605964
