ID,Type,Quantity,Price,Amount Crypto,Payment Currency,Created At,Updated At
01HTESM67WS8ARNQ79TETBQ3G5,sell,20,19.2345,384697845,USDC,1712041096000,1712041105661
01HTC1S7GQ8YCCP6B12WGBT8MM,buy,23,19.76782608695652,454664041,USDC,1711948981000,1711948996119
01HT0EVSQ25Q1KP8BPMAC33ATB,sell,6,16.201666666666664,97219195,USDC,1711560048000,1711560058595
01HT0CREFMRY6G4KASMBBTGCCM,buy,10,16.413999999999998,164149930,USDC,1711557838000,1711557851636
01HSYCPM3R6VKBYEEXCWDW8F3Q,buy,1,14.67,14670151,USDC,1711490673000,1711490683001
01HSWAM8K2VBPCC3FBVT5T39YF,buy,5,13.76,68802211,USDC,1711421390000,1711421399650
01HSW7YVPJE7837QD79710FBQ8,sell,20,15.3105,306216269,USDC,1711418591000,1711418601170
01HSP6GJ2BD1C47WQNHBJAD9F2,buy,10,17.704,177046392,USDC,1711215747000,1711215757388
01HS9TD2MKG9446R8Z879YPYE9,sell,10,16.819,168194169,USDC,1710800397000,1710800407187
01HRZC17983AAJTGY0E8GYVWH6,sell,10,19.853,198534733,USDC,1710449780000,1710449794345
