Order Type,Quantity,Price,Property ID,Order ID,Expire At,Created At
Buy,10,23.01,01FDH2AHH5YWYGFBJN1QVG69KQ,01HTB6Y2FBGGZKEWSJRB50VYFQ,1714512842883,1711920871301
Buy,2,23,01FDH2AHH5YWYGFBJN1QVG69KQ,01HT2MGH048JNCMHPFGY278B0S,1714225086715,1711633117221
Sell,2,38.98,01FDH2AHH5YWYGFBJN1QVG69KQ,01HTG2H9DTJ4449CDFZ70T7VKB,1714675988493,1712084029474
Sell,50,38.99,01FDH2AHH5YWYGFBJN1QVG69KQ,01HT8KJ989BMAJC9EVNRHQHTY3,1714425416186,1711833451627
Sell,2,39,01FDH2AHH5YWYGFBJN1QVG69KQ,01HT2MCQ24QM15JCFR5G6NMYZR,1714224953016,1711632992663
Sell,2,40,01FDH2AHH5YWYGFBJN1QVG69KQ,01HSXKR1R0SB0CNKM7T8T0P09Z,1714056504315,1711464542680
Sell,5,41.5,01FDH2AHH5YWYGFBJN1QVG69KQ,01HRV9ZR2CQVZQ7EWN83G6ZJSD,1712905424321,1710313458585
Sell,1,44.98,01FDH2AHH5YWYGFBJN1QVG69KQ,01HRMRZ0N5V1MDHR41TPBRQ3GX,1712686248073,1710094280621
Sell,20,47.98,01FDH2AHH5YWYGFBJN1QVG69KQ,01HR8EM34J1PFTDQZARNWZT5QE,1712269147568,1709680785326
Sell,2,58.06,01FDH2AHH5YWYGFBJN1QVG69KQ,01HRDX1XK90TBSZF5V8F5BDCMC,1712452033309,1709863690654
Sell,2,59.93,01FDH2AHH5YWYGFBJN1QVG69KQ,01HSKBT9KVCPZ6PN77B6C9M5K0,1713712644186,1711120681465
