ID,Type,Quantity,Price,Amount Crypto,Payment Currency,Created At,Updated At
01HRNTJNQ9D05PTTKY60XMCMXV,buy,1,27.78,27781389,USDC,1710129492000,1710129501930
01HRMSAZ3HP6JP8PN9QR8CY02G,sell,1,26.39,26392332,USDC,1710094632000,1710094646386
01HRBGX5E08ACM4TYP481JQR21,sell,1,26.57,26570826,USDC,1709783806000,1709783815616
01HR2AYK7S1K62SMDD7YZCV8XV,,10,29,,usdc,1709475581177,1709475581177
01HR2AQ14BWCRJP6T60B3TXY5R,,1,29,,usdc,1709475333259,1709475333259
01HQMCFJ91PAAVGN84PXGHKP8Z,sell,13,27.783846153846152,361197631,USDC,1709007414000,1709007423777
01HQ4JTB8GGTGZR1P9YF03DQDS,sell,1,28.7,28702363,USDC,1708477188000,1708477197585
01HPSWXET6DH70WMM9JEQBTW3Q,sell,21,29.40857142857143,617584397,USDC,1708118676000,1708118686535
01HPEQKV8G8JH6YZDCQWCBYM58,,10,30,,usdc,1707744029968,1707744029968
01HPEQKTWWTAGWVVPQABFWD23Q,,42,30,,usdc,1707744029596,1707744029596
