ID,Type,Quantity,Price,Amount Crypto,Payment Currency,Created At,Updated At
01HRPDARER4QQA74RXTTCB39ME,buy,1,50,,usd,1710149165896,1710149170078
01HRMEE23Q4Q5RMX0Q33Z6FHSR,buy,1,50,50,USDC,1710083213604,1710083224695
01HRMAVP53XXWS6WHEC89V0T7Y,buy,2,50,100,USDC,1710079465786,1710079477615
01HRJVVXKGDJ8G0F274DQN3WKT,buy,1,50,5.51,USDC,1710030190410,1710030200401
01HRJSD4WKAN26E84G8F0GVJPD,buy,2,50,371.431342,ALGO,1710027609079,1710027620151
01HRJAT5RAFCN64E4K4SJ0M9N3,buy,10,50,500,USDC,1710012307331,1710012320683
01HRGYQ6QB561MK5NE2GR8HRP3,buy,17,50,,usd,1709966072898,1709966076173
01HRGQY90F30B7EEM0PX1BPR57,buy,1,50,,usd,1709958964588,1709958966048
01HRFNRW0RT0AMT1D3ND7X7BFT,buy,2,50,,usd,1709923135896,1709923141591
01HRFK2QGZ2HD2K86XB9BWZCVX,buy,1,50,,usd,1709920313282,1709920323276
