ID,Type,Quantity,Price,Amount Crypto,Payment Currency,Created At,Updated At
01HRPJKV2F1PAX0B5GMRQZZ3FP,buy,5,33.088,165449132,USDC,1710154693000,1710154705999
01HRP1E4B5X6ZN979V16NEJCPR,sell,30,35.331,1059934609,USDC,1710136683000,1710136693093
01HRJ8VNTTNGYHN8ZY0BZ2P6EZ,buy,5,41.339999999999996,206700153,USDC,1710010248000,1710010259290
01HRG4TBDHCKJAXYSWSR9WYA2N,buy,1,40.46,40469795,USDC,1709938903000,1709938912689
01HRCVGA43MZA41MX7YZP2BKQN,buy,10,38.956,389562388,USDC,1709828473000,1709828483204
01HRB761A3HD7NX4EKHAMN2C3K,sell,1,35.66,35662086,USDC,1709773611000,1709773620547
01HRB2PQHM5X8NS5RP83JB0HM5,sell,29,39.82448275862069,1154914617,USDC,1709768913000,1709768924724
01HRASXXANYMVDMYWMX49SFM2M,buy,1,45.61,45614507,USDC,1709759713000,1709759722837
01HR7HJTT6F4PHNW4VEJ8HEX11,,1,51.07,,usdc,1709650307910,1709650307910
01HR75C02YY2DRC046FC3KJXSZ,buy,1,45.36,45367746,USDC,1709637486000,1709637501023
