Order Type,Quantity,Price,Property ID,Order ID,Expire At,Created At
Buy,6,26,01FTEMSKZW56XHWQBSMN4X7ZMN,01HRJ6WWKZY6Z2H7ZE2ME70ST1,1712596600663,1710008227302
Buy,3,25.2,01FTEMSKZW56XHWQBSMN4X7ZMN,01HRGKJP56ZBJWWZX9AMAS86YC,1712542787655,1709954417037
Sell,1,38.59,01FTEMSKZW56XHWQBSMN4X7ZMN,01HRNTEW19MRSFB8542RHW41PQ,1712721366887,1710129403429
Sell,1,38.98,01FTEMSKZW56XHWQBSMN4X7ZMN,01HRMVRE8YZS2GGHB9GJ8YH7DD,1712689181811,1710097211038
Sell,10,38.99,01FTEMSKZW56XHWQBSMN4X7ZMN,01HRMP622YSDKC32VVJYSFATSB,1712683331065,1710091366576
Sell,2,39,01FTEMSKZW56XHWQBSMN4X7ZMN,01HQNGT8Z87KYPSQ1ZF20GYKTY,1711641086693,1709045550781
Sell,4,41.59,01FTEMSKZW56XHWQBSMN4X7ZMN,01HQSRKRT73ZKWAQPY005MHY9Y,1711776306142,1709187944385
Sell,100,46,01FTEMSKZW56XHWQBSMN4X7ZMN,01HR81AK6C31K1FXQYV1JJ2Y51,1712255202442,1709666840780
Sell,2,46.64,01FTEMSKZW56XHWQBSMN4X7ZMN,01HQXF3H2S2WYMYWV0ZTMNSWS5,1711900422785,1709312191707
Sell,5,48.59,01FTEMSKZW56XHWQBSMN4X7ZMN,01HQMBRT18S383MQVCR3Y1C0VZ,1711595059796,1709006705591
