Order Type,Quantity,Price,Property ID,Order ID,Expire At,Created At
Buy,1,35,01G00KEEJQAEGGA2FWGQ7JMG5R,01HSMFKGGMWXVF6EY2CVR3XXB0,1713750178613,1711158209339
Buy,5,30.01,01G00KEEJQAEGGA2FWGQ7JMG5R,01HS83SB1HGVW5QBGVV8K4Z6XY,1713335136950,1710743164722
Buy,2,30,01G00KEEJQAEGGA2FWGQ7JMG5R,01HRDGE50NJMHGV5SD3TRQS9GC,1712438829681,1709850458795
Sell,2,43.95,01G00KEEJQAEGGA2FWGQ7JMG5R,01HTG4MVJDXPDGG48V20RKN174,1714678207800,1712086250248
Sell,2,43.96,01G00KEEJQAEGGA2FWGQ7JMG5R,01HTG2C7N6Y2GGFQ6GH5NK5PDN,1714675819851,1712083863063
Sell,1,43.97,01G00KEEJQAEGGA2FWGQ7JMG5R,01HSNPHHFNTDJNF6BTHTCFP2WJ,1713791008036,1711199040453
Sell,1,43.98,01G00KEEJQAEGGA2FWGQ7JMG5R,01HRMWJQN7BPR4AER3HRT32V3S,1712690042870,1710098073732
Sell,6,45,01G00KEEJQAEGGA2FWGQ7JMG5R,01HRHX15SY4XW0D3AGE2DHQDMW,1712586050036,1709997882999
Sell,10,47.48,01G00KEEJQAEGGA2FWGQ7JMG5R,01HT94ZC8NC79PD98HGXYED5WR,1714443673276,1711851706368
Sell,203,47.49,01G00KEEJQAEGGA2FWGQ7JMG5R,01HSBE7P3HH9GD47X8YFF1VB5T,1713446730944,1710854783815
Sell,10,48.76,01G00KEEJQAEGGA2FWGQ7JMG5R,01HS4RJD1MFYBA50GAFXVFFDMR,1713222700507,1710630739763
