ID,Type,Quantity,Price,Amount Crypto,Payment Currency,Created At,Updated At
01HTCZ84FSC46MJXEXW40T4S38,,5,50,,usdc,1711979893241,1711979893241
01HT30Q0VAJSXK1P8GGYVWX3CM,,10,50,,usdc,1711645885290,1711645885290
01HT2CMQVBYMT57X396F2P7JGF,,4,50,,usdc,1711624839019,1711624839019
01HSZXQS9K7405Q0QKN09YA0J0,,1,50,,usdc,1711542101299,1711542101299
01HSXCA1PZQJ9D600GKH53TW3G,,1,50,,usdc,1711456716511,1711456716511
01HSXBE3R8JQD68EZDXQR5HK91,,1,50,,usdc,1711455801096,1711455801096
01HSWVDS21K41M0AE59YSAT0X7,,78,50,,usdc,1711439012929,1711439012929
01HSRTY9WQ5NPJHJZFXJFMX0PB,,10,50,,usdc,1711304288150,1711304288150
01HSNWBH1RM5AD1YBQ056PK26S,,1,50,,usdc,1711205106744,1711205106744
01HSM4R2NQ9A5HKV2CW6Z7Q73S,,1,50,,usdc,1711146797751,1711146797751
