ID,Type,Quantity,Price,Amount Crypto,Payment Currency,Created At,Updated At
01HRA59BG6PJDZN95T69WNP7H2,,4,20.5,,usdc,1709738077702,1709738077702
01HRA595CCQ88WGS65MTFQ3PAF,,2,20.5,,usdc,1709738071436,1709738071436
01HR7DG6JA4CG15FJADBB9EP17,,2,22,,usdc,1709646027338,1709646027338
01HQZYE8ZKR62VP845FXZRVSJW,,7,20.51,,usdc,1709395354611,1709395354611
01HQZS87BY7PD2FB7844VSG65E,,1,25,,usdc,1709389913470,1709389913470
01HQN9R12M3E63MWSWJK7EP5AJ,,1,19,,usdc,1709038109780,1709038109780
01HQ4JYMQMWCX3WQF1J3WA0Q12,,2,20.5,,usdc,1708477338356,1708477338356
01HPEQGRMWVDTFV9S2WG91MQ7M,,11,30,,usdc,1707743928988,1707743928988
01HPEQGRE8JD6C32YNM3GRR4XG,,10,30,,usdc,1707743928776,1707743928776
01HPEPQ9Q2PPYH0XC7H914PY3E,,1,29,,usdc,1707743094498,1707743094498
