ID,Type,Quantity,Price,Amount Crypto,Payment Currency,Created At,Updated At
01HRPN2QS30567KBPERNAZ3M8V,,1,50,,usdc,1710157291299,1710157291299
01HRNKSAMM8Z4AKNHHZ1KDYPPG,,1,50,,usdc,1710122379924,1710122379924
01HRMVFQJ2PSDZD6X56HY19HC8,,2,50,,usdc,1710096899649,1710096899649
01HRMRA3G5683TFX1G4CCGHMHK,,20,50,,usdc,1710093569541,1710093569541
01HRK81DSRN35K00XZQCYPR5WA,,1,50,,usdc,1710042953528,1710042953528
01HRK71BE0X87KE9BXKR7TE6F5,,1,50,,usdc,1710041902528,1710041902528
01HRK5J0B89Z3N0Y4GV082DXRJ,,1,50,,usdc,1710040351079,1710040351079
01HRJZ4HV1E0AX5FFC5NX2AATS,,5,50,,usdc,1710033618785,1710033618785
01HRJGQX3BAARFPN9EPK3S1STS,,2,50,,usdc,1710018524267,1710018524267
01HRJDJ5VHW0EBDYKSERWDS5DR,,10,50,,usdc,1710015190897,1710015190897
