Order Type,Quantity,Price,Property ID,Order ID,Expire At,Created At
Buy,50,23,01H1D1J1XT0J3CCA6S9K821Y10,01HSW63NNEEJSW7S8E74Z6W39N,1714008659666,1711416698656
Buy,10,20,01H1D1J1XT0J3CCA6S9K821Y10,01HRW8ZP1K1K7F37F80SE0S7KH,1712937927019,1710345936024
Sell,32,27,01H1D1J1XT0J3CCA6S9K821Y10,01HSVNE3BWWY2CKK9QENDVCZQ5,1713991156755,1711399203724
Sell,18,37,01H1D1J1XT0J3CCA6S9K821Y10,01HT5SM4HJSEQTKVYXPMF1TSQN,1714331094216,1711739142302
Sell,1,38,01H1D1J1XT0J3CCA6S9K821Y10,01HRN6RVVC4JMXNV86FVXFYC3B,1712700723644,1710108761495
Sell,51,43.99,01H1D1J1XT0J3CCA6S9K821Y10,01HSW64VNNNR7A0AF6FK99J7KC,1714008697753,1711416727287
Sell,34,44,01H1D1J1XT0J3CCA6S9K821Y10,01HR7SDMTQGCBZT288GEG9T7QS,1712246921340,1709658553237
Sell,25,46,01H1D1J1XT0J3CCA6S9K821Y10,01HSRBPBKTK4S4G6YNWMJNG0S0,1713880277258,1711288325289
Sell,5,47.87,01H1D1J1XT0J3CCA6S9K821Y10,01HRC8JZYS853G9NTE2MFBTTK2,1712400531214,1709808678868
Sell,20,50,01H1D1J1XT0J3CCA6S9K821Y10,01HTA1NQKMRN9FM8Z9CNS8RT4S,1714473728114,1711881800577
