ID,Type,Quantity,Price,Amount Crypto,Payment Currency,Created At,Updated At
01HRK6D4W01YDP0NHH1WF8M8WW,buy,1,26.55,26555088,USDC,1710041226000,1710041240448
01HRJKBTPV2EBKE3BSAQYGEPTG,buy,8,24.5225,196185061,USDC,1710021264000,1710021274331
01HRJK9C6M2XKVT3XEHDV4P558,buy,2,22.335,44674308,USDC,1710021184000,1710021193941
01HRHFC7Q680SKW5GQ8DYCPYZ8,sell,20,25.051499999999997,501034528,USDC,1709983529000,1709983538918
01HRH9Q0EFDPK48K416W7V0X9H,buy,4,30.06,120244398,USDC,1709977586000,1709977600464
01HRH7HJAC5RMJQG61YNVFE3Z9,buy,2,28.645,57299798,USDC,1709975315000,1709975325004
01HRH79PWQ0JBECZV1CN8Y9GSP,buy,1,27.94,27947413,USDC,1709975058000,1709975067543
01HRH738GYVCX93DRCYFBFEK86,buy,4,26.785,107149005,USDC,1709974846000,1709974856223
01HRH70PPXZC0N5D7V55DCBQ73,buy,1,25.63,25639358,USDC,1709974759000,1709974772445
01HRGFJR8JX8H4STNJCRMEEKBT,sell,5,25.208000000000002,126041415,USDC,1709950188000,1709950198034
