ID,Type,Quantity,Price,Amount Crypto,Payment Currency,Created At,Updated At
01HRPKAY0T96QKZADXW4QWVCP2,buy,1,23.61,23610805,USDC,1710155453000,1710155462683
01HRPJSDXGJBT6DXQKC47WRTSC,buy,4,22.785,91148355,USDC,1710154879000,1710154889136
01HRPJ75V3CPW7KQHD8YW7BXCB,buy,10,20.591,205910282,USDC,1710154276000,1710154291043
01HRP1FYQ28GZP7TEZ3BN0KBW3,sell,40,24.347749999999998,973917821,USDC,1710136743000,1710136752866
01HRJ9RF5WQVQE9QXJQWNWZTE4,buy,2,32.345,64690265,USDC,1710011193000,1710011202748
01HRG0KKDFN3N54A881RNYVP7A,buy,2,31.61,63225688,USDC,1709934487000,1709934497199
01HRDEXQD5PYR2PSNPE00DVS86,buy,2,30.85,61704419,USDC,1709848836000,1709848845733
01HRB6GZ1RWENN2JGV76PKFVVW,buy,5,29.572000000000003,147860517,USDC,1709772920000,1709772930104
01HRB51MG42J63VDXJEZ005PDA,buy,3,28.116666666666664,84356960,USDC,1709771367000,1709771379205
01HRB2S1YT23JN292EDFEV1ST2,sell,21,29.830952380952382,626456356,USDC,1709768991000,1709769000923
