Order Type,Quantity,Price,Property ID,Order ID,Expire At,Created At
Buy,4,30,01GE0CM20MNH70QYRC06M90W7K,01HSKFF7G59R5BRVB9XX3C4K2E,1713716484884,1711124515374
Sell,2,42.98,01GE0CM20MNH70QYRC06M90W7K,01HTG4J460VFDC2JBVZ7EZ2CWB,1714678114049,1712086159974
Sell,2,42.99,01GE0CM20MNH70QYRC06M90W7K,01HTG25BHP1FYBAMFH02GRE0NE,1714675597394,1712083637094
Sell,29,43,01GE0CM20MNH70QYRC06M90W7K,01HSTZ4PVBPG9N3PTH0ZXNS6NK,1713967790190,1711375827479
Sell,1,43.74,01GE0CM20MNH70QYRC06M90W7K,01HRMXRAWC5PZ0Z6VFW6PGGD8D,1712691274745,1710099305039
Sell,11,46.5,01GE0CM20MNH70QYRC06M90W7K,01HTGD853JXZ2R5AFXJB6FWPJS,1714687215436,1712095263709
Sell,1,48,01GE0CM20MNH70QYRC06M90W7K,01HRPB57PFPPX26M5GQD78D942,1712735254193,1710146913510
Sell,1,49,01GE0CM20MNH70QYRC06M90W7K,01HRXCWNRBVA91SGZ1H9A04969,1712975569371,1710383611981
Sell,5,49.08,01GE0CM20MNH70QYRC06M90W7K,01HS5108EQJ7NA31ST4Y2VEDY8,1713231535565,1710639582014
Sell,25,49.49,01GE0CM20MNH70QYRC06M90W7K,01HRF55933VAYDHX8Z5NSG2K2D,1712494101566,1709905742882
Sell,5,50,01GE0CM20MNH70QYRC06M90W7K,01HRZX2XZ88EY5PZY7RW0G5VJZ,1713059665220,1710467702467
Sell,11,50.1,01GE0CM20MNH70QYRC06M90W7K,01HRBEMB13AJG45PB0D6WC8XEQ,1712369817514,1709781456124
Sell,3,50.8,01GE0CM20MNH70QYRC06M90W7K,01HTDC45DH6N31Z76K30D3MS0V,1714585375434,1711993421829
