Order Type,Quantity,Price,Property ID,Order ID,Expire At,Created At
Buy,10,25.01,01G1224G5DBCREBSQX8V8EGDMS,01HTB68X780KH4R2KWEXQHZA1S,1714512148026,1711920176390
Buy,3,25,01G1224G5DBCREBSQX8V8EGDMS,01HRW8AEKEM454JFVA2FPQW7VA,1712937237272,1710345266660
Buy,5,22,01G1224G5DBCREBSQX8V8EGDMS,01HRWERF64C75K7CB0ZTMTC7A2,1712943984115,1710351990786
Buy,5,20,01G1224G5DBCREBSQX8V8EGDMS,01HT8H80EBCPFWVVQYJPDNZZ20,1714422988626,1711831018005
Buy,2,14,01G1224G5DBCREBSQX8V8EGDMS,01HRR929YX4H92JDVMJZ0NYWK0,1712803779421,1710211830653
Sell,24,35.99,01G1224G5DBCREBSQX8V8EGDMS,01HT2XAPKWTHFF5M6XGFDZGNM4,1714234309422,1711642363898
Sell,40,36,01G1224G5DBCREBSQX8V8EGDMS,01HSWDPSMGBFVW4Q6J91Q9JPA9,1714016605778,1711424657039
Sell,23,38,01G1224G5DBCREBSQX8V8EGDMS,01HSAKHF711TBARV2G0KP0FW8T,1713418755024,1710826793125
Sell,1,39.98,01G1224G5DBCREBSQX8V8EGDMS,01HRMWY3EK6CHDDZF9Y9QFW91P,1712690416327,1710098447539
Sell,1,39.99,01G1224G5DBCREBSQX8V8EGDMS,01HRMG8A64D83PSGRCDWDSKJ89,1712677079172,1710085148581
Sell,11,40,01G1224G5DBCREBSQX8V8EGDMS,01HRM597GV5QQFRR3B3ZDAXG0F,1712665586990,1710073650089
Sell,49,41.04,01G1224G5DBCREBSQX8V8EGDMS,01HRG7JGA1NMV16WKY4MNTC5SS,1712530195094,1709941827892
Sell,84,41.05,01G1224G5DBCREBSQX8V8EGDMS,01HRCE5RDKJ0GHNFNTYR4YDWY1,1712406493132,1709814532273
Sell,2,42,01G1224G5DBCREBSQX8V8EGDMS,01HS1S3Z7XWS2DE910P1K0D1WJ,1713122614474,1710530651668
Sell,4,45,01G1224G5DBCREBSQX8V8EGDMS,01HRQQ1THTVKZ4FY80YEAWDH9A,1712784892918,1710192939787
Sell,721,46.48,01G1224G5DBCREBSQX8V8EGDMS,01HRDXG2NGK7FSA94N58KJE8JS,1712452504464,1709864154415
