Order Type,Quantity,Price,Property ID,Order ID,Expire At,Created At
Buy,10,5,01FXTVANKYY3HXR2J52Y3PF8VS,01HSVXM6CSX6RMECKHNDVYBHBQ,1713999765504,1711407791856
Sell,1,28,01FXTVANKYY3HXR2J52Y3PF8VS,01HTBQKYN11E9ET22BKDETXCZF,1714533925895,1711938365679
Sell,18,29,01FXTVANKYY3HXR2J52Y3PF8VS,01HSAKM03X3HNTT58NXE3Z3NZ0,1713418839737,1710826876881
Sell,1,31,01FXTVANKYY3HXR2J52Y3PF8VS,01HTBF7TVZ6SHSQXR7SJTQCGTD,1714521535433,1711929578884
Sell,1,31.99,01FXTVANKYY3HXR2J52Y3PF8VS,01HRMVHYXQRXN15DHYDDSGSEN3,1712688969460,1710096999175
Sell,10,33.99,01FXTVANKYY3HXR2J52Y3PF8VS,01HSVXP4RDMK2NG4QEMGBV4WXX,1713999827340,1711407855260
Sell,20,34,01FXTVANKYY3HXR2J52Y3PF8VS,01HRG0CDEWABX1CB5WEC9DYKAP,1712529848056,1709934288778
Sell,1,36,01FXTVANKYY3HXR2J52Y3PF8VS,01HTA5JAZE19SSFEYXHBHWKH2A,1714477848057,1711885882899
Sell,2,45.9,01FXTVANKYY3HXR2J52Y3PF8VS,01HRXZJYCGPQ0SWGYHGYR3QR1F,1712991577204,1710403216331
Sell,6,47.24,01FXTVANKYY3HXR2J52Y3PF8VS,01HT94SNWB7YWD6TTPT80DPWSK,1714443487041,1711851519217
Sell,228,49.86,01FXTVANKYY3HXR2J52Y3PF8VS,01HSVXQM9QTJ8RWBWVHFBQVQKE,1713999875407,1711407904427
Sell,3,49.87,01FXTVANKYY3HXR2J52Y3PF8VS,01HSC7PYRJZFZKEXBWNE1X2H87,1713473451856,1710881498065
Sell,1,55,01FXTVANKYY3HXR2J52Y3PF8VS,01HR6AAV5T1BGGRFKNCM9NXNSS,1712197533739,1709609178997
