ID,Type,Quantity,Price,Amount Crypto,Payment Currency,Created At,Updated At
01HRJEEZWB7Z8PEKX4A0J8RG5Y,buy,1,48.65,48655630,USDC,1710016121000,1710016135052
01HRB6VYG47T2H6F5924M5SAZ1,buy,3,48.53333333333333,145609254,USDC,1709773280000,1709773289989
01HRB6SBR5AD746734M8631MSX,sell,2,46.08,92162435,USDC,1709773195000,1709773205253
01HRAPP5FEH7ANYC0Y4BE4YRXN,sell,25,46.7884,1169713743,USDC,1709756313000,1709756323311
01HRABAYZQZDNQBTE6DP6SZDM2,sell,30,47.833666666666666,1435011536,USDC,1709744410000,1709744421879
01HR6VWB2TQ1QPEFKQJ9040XNP,sell,3,48.123333333333335,144374293,USDC,1709627535000,1709627550810
01HR39YV834C8NCJHGFX92DSC0,buy,5,50.64,253205711,USDC,1709508080000,1709508095236
01HR2KJVVBVVVZ2C33H408GKTM,buy,1,50.59,50592180,USDC,1709484619000,1709484633964
01HR2CQFB771K2TS98R05WTQ7B,,3,50.51,,usdc,1709477444967,1709477444967
01HQZFHKB5K4CS56Q4D1728ZB1,sell,9,48.13,433170640,USDC,1709379725000,1709379734886
