Order Type,Quantity,Price,Property ID,Order ID,Expire At,Created At
Buy,5,25,01FG1XQG32PVZG5A5B6JHQDQZE,01HS90YFR0Q9394Y3Z34W7Q7QT,1713365714302,1710773740430
Sell,2,35,01FG1XQG32PVZG5A5B6JHQDQZE,01HT0AQGT09R664QYKKSC4AM2K,1714147689950,1711555751087
Sell,1,36,01FG1XQG32PVZG5A5B6JHQDQZE,01HSWKFKHEV24BS474H5EDMQ5K,1714022665404,1711430710049
Sell,20,39,01FG1XQG32PVZG5A5B6JHQDQZE,01HSSQTYEP3SSGYFK4XPDZAR2R,1713930167139,1711334616735
Sell,1,42,01FG1XQG32PVZG5A5B6JHQDQZE,01HRMWTBZH945W57YGV4RD1MYG,1712690282034,1710098324483
Sell,3,42.5,01FG1XQG32PVZG5A5B6JHQDQZE,01HSJY70JX1Y23AV2Q2AXV7TQP,1713694773185,1711106421309
Sell,99,42.79,01FG1XQG32PVZG5A5B6JHQDQZE,01HS96DWNRCM4HV6F634CS283C,1713371459665,1710779488480
Sell,20,42.8,01FG1XQG32PVZG5A5B6JHQDQZE,01HRQFFNZNRVH7KY7N0H2R5AZM,1712776958479,1710185007362
Sell,1,48.99,01FG1XQG32PVZG5A5B6JHQDQZE,01HRMSC51N2F60AM0TP06DRSMZ,1712686432080,1710094710610
Sell,9,52.35,01FG1XQG32PVZG5A5B6JHQDQZE,01HT0SHF3BF07B8KTP8JEN8RDC,1714163241564,1711571280381
