ID,Type,Quantity,Price,Amount Crypto,Payment Currency,Created At,Updated At
01HT9W2HQF7BF0NAY3FQR3R98Q,,1,32,,usdc,1711875901167,1711875901167
01HT9CA4DJVSHTPAESGK3BX8VH,,2,32,,usdc,1711859372466,1711859372466
01HSGTTYX8VM531NGSZV4VWSJ6,,1,33.99,,usdc,1711035743144,1711035743144
01HS2CZ2H5D6D48BPMN7W7QV1V,,1,33.99,,usdc,1710551435812,1710551435812
01HS2CVB00DGY5NRA76T7HZHTX,,4,30,,usdc,1710551313408,1710551313408
01HRQPT4DNBEAG10PBYCA27ZAC,,20,15,,usdc,1710192660917,1710192660917
01HRQMX1FJCG4MWJB2YM5RQETA,,50,15,,usdc,1710190659058,1710190659058
01HRQKSZJHJ2DKNXB9071RYEPG,,50,15,,usdc,1710189510225,1710189510225
01HRQHGT00T1RFM2GARPGH2819,,25,18,,usdc,1710187112448,1710187112448
01HRQAREN2HETP9JX0VR2E77A1,,4,19,,usdc,1710180022945,1710180022945
