ID,Type,Quantity,Price,Amount Crypto,Payment Currency,Created At,Updated At
01HTGWFNCW6XTRQ24XBX4KWXXM,,1,35,,usdc,1712111211932,1712111211932
01HT33JMX471ZEXEAE7Z4KPD1Z,,10,36,,usdc,1711648887716,1711648887716
01HS9NZTD1RMVWPC7CFC5TQA3K,,4,30,,usdc,1710795778465,1710795778465
01HS6RAX23VATAQN699KGCGNJT,,25,39.99,,usdc,1710697575491,1710697575491
01HRZMT6JT06K6A5CC9BZCHY0H,,49,35,,usdc,1710459001434,1710459001434
01HRVZ7K04DGBK2YGG9S83ZJJ0,,1,32.97,,usdc,1710335708164,1710335708164
01HRPXB12BT31G3YXG3JMM2MDT,,1,27,,usdc,1710165951563,1710165951563
01HRPQ8ZPF955H01JTYWGDRNF0,,2,31,,usdc,1710159593167,1710159593167
01HRDG7B6D488HBMF1XWW2V394,,1,30,,usdc,1709850209485,1709850209485
01HRCFMYWMKYAN3E3E9ZWJ515J,,1,30,,usdc,1709816052628,1709816052628
