ID,Type,Quantity,Price,Amount Crypto,Payment Currency,Created At,Updated At
01HRFXEF5N4FM3DSGWJ3VWKPP1,sell,2,30.555,61117672,USDC,1709931173000,1709931183286
01HRF2F31ZENS8GH8ZR09TN0CF,buy,1,32.3,32304775,USDC,1709902882000,1709902892095
01HRD3HQBHAWV5H73JAV2H9RZR,buy,15,30.12,451804448,USDC,1709836903000,1709836918130
01HRD17WW90J13GA8RJ5F3BWPS,sell,15,28.613999999999997,429214481,USDC,1709834489000,1709834498954
01HQYARF45S27XHSMYKVS6HWVR,buy,2,33.5,67005904,USDC,1709341149000,1709341162629
01HQSRJYY4DPSJP2VHS3RG91Z5,sell,4,32.08,128321909,USDC,1709187880000,1709187890116
01HQMBYX2EWMZV2TGCEPAPA95S,sell,2,32.835,65674278,USDC,1709006868000,1709006877775
01HQJ3N5P3C6TE2NFYG21RXG20,,10,33,,usdc,1708931061443,1708931061443
01HQ8EGP4K262RE93BPBQ1THY2,buy,1,34.15,34153523,USDC,1708606894000,1708606904467
01HQ83N5Z0JZSMECNPZCKDWQE0,sell,15,34.224666666666664,513379848,USDC,1708595507000,1708595517409
