Order Type,Quantity,Price,Property ID,Order ID,Expire At,Created At
Buy,1,28,01G1224G5DBCREBSQX8V8EGDMS,01HRK6AC8H6VDYJQSFR6XDRJ8V,1712629542678,1710041150514
Buy,10,26.01,01G1224G5DBCREBSQX8V8EGDMS,01HRMGRTW9ZFVC0ZR57RHAFWQC,1712677663271,1710085689174
Buy,3,26,01G1224G5DBCREBSQX8V8EGDMS,01HR03T6M7KTTR1KYENK751C32,1711989384184,1709400989588
Sell,17,35,01G1224G5DBCREBSQX8V8EGDMS,01HRNAYC798B81W7M4338TTVBH,1712705102023,1710113135561
Sell,1,39.98,01G1224G5DBCREBSQX8V8EGDMS,01HRMWY3EK6CHDDZF9Y9QFW91P,1712690416327,1710098447539
Sell,1,39.99,01G1224G5DBCREBSQX8V8EGDMS,01HRMG8A64D83PSGRCDWDSKJ89,1712677079172,1710085148581
Sell,1,40,01G1224G5DBCREBSQX8V8EGDMS,01HRM597GV5QQFRR3B3ZDAXG0F,1712665586990,1710073650089
Sell,49,41.04,01G1224G5DBCREBSQX8V8EGDMS,01HRG7JGA1NMV16WKY4MNTC5SS,1712530195094,1709941827892
Sell,84,41.05,01G1224G5DBCREBSQX8V8EGDMS,01HRCE5RDKJ0GHNFNTYR4YDWY1,1712406493132,1709814532273
Sell,714,42,01G1224G5DBCREBSQX8V8EGDMS,01HPVX9N2JSM736D3N4DCTQ96Z,1710774580473,1708186224699
Sell,2,45.48,01G1224G5DBCREBSQX8V8EGDMS,01HQGH7NR2N5TF65X9R89YJE0K,1711466561635,1708878218310
Sell,76,46.48,01G1224G5DBCREBSQX8V8EGDMS,01HPGNJ9YFMV2WSYX0CXX66SS9,1710400969682,1707809018032
