Order Type,Quantity,Price,Property ID,Order ID,Expire At,Created At
Sell,1,29,01FXTVANKYY3HXR2J52Y3PF8VS,01HRN9A0PTAZ6JN63P8AKVX5W1,1712703387809,1710111417963
Sell,1,31.99,01FXTVANKYY3HXR2J52Y3PF8VS,01HRMVHYXQRXN15DHYDDSGSEN3,1712688969460,1710096999175
Sell,1,32,01FXTVANKYY3HXR2J52Y3PF8VS,01HQP0R13ENS7NGA3E0776CHXP,1711654214023,1709062254616
Sell,20,34,01FXTVANKYY3HXR2J52Y3PF8VS,01HRG0CDEWABX1CB5WEC9DYKAP,1712529848056,1709934288778
Sell,49,34.99,01FXTVANKYY3HXR2J52Y3PF8VS,01HQEF9B1J145D2JM6QAEZQCQ6,1711397435759,1708809065223
Sell,20,35,01FXTVANKYY3HXR2J52Y3PF8VS,01HQ5BBSWQF9YAV320W10HZSBS,1711091327395,1708502963854
Sell,1,41.03,01FXTVANKYY3HXR2J52Y3PF8VS,01HQVRD0AEXF2VZMYT1J4S48EG,1711846799531,1709254829669
Sell,2,44.99,01FXTVANKYY3HXR2J52Y3PF8VS,01HPPHX1CSD3GHY2F5J0A5Z2MB,1710594856015,1708006501681
Sell,2,45.9,01FXTVANKYY3HXR2J52Y3PF8VS,01HQMBN2HF8JV0RH5BJ2RFE8CT,1711594943847,1709006581920
Sell,1,45.97,01FXTVANKYY3HXR2J52Y3PF8VS,01HPGPWRS7BJBQR9P1FX69VCDY,1710402357795,1707810411419
Sell,6,47.24,01FXTVANKYY3HXR2J52Y3PF8VS,01HQXF70R2AV4MBTNR656Q6CVJ,1711900547106,1709312307115
Sell,1,55,01FXTVANKYY3HXR2J52Y3PF8VS,01HR6AAV5T1BGGRFKNCM9NXNSS,1712197533739,1709609178997
