ID,Type,Quantity,Price,Amount Crypto,Payment Currency,Created At,Updated At
01HREYFTYBW65M8VS1CRHJQQYF,,5,53,,usdc,1709898722250,1709898722250
01HRCV56QPFREYCRX89GBNKJGS,,5,52.45,,usdc,1709828119286,1709828119286
01HRCTYW5D8SDYRACCBGPVD664,,1,55,,usdc,1709827911853,1709827911853
01HRAW8XTV4AFKE1HJ5EPWJPG2,,2,55.5,,usdc,1709762180954,1709762180954
01HRAW8QYDTYDF4881M6KV6730,,8,55,,usdc,1709762174924,1709762174924
01HRAFQPMJFT3X9JHRERXZJCRT,,1,55,,usdc,1709749033618,1709749033618
01HR0EVM3R97N049HRH62SPG91,,1,50,,usdc,1709412569196,1709412569196
01HR0EVGXM4CDGYYC9PRBQ5225,,1,50,,usdc,1709412565939,1709412565939
01HR0EVGWYSF51146BS4YM099Y,,1,50,,usdc,1709412565918,1709412565918
01HQXK2MQAEMJXG39V3P7Z4VJR,,1,55,,usdc,1709316330218,1709316330218
