Order Type,Quantity,Price,Property ID,Order ID,Expire At,Created At
Buy,1,56,01H6RZ1ETKA3N7HAAA2TKWJGWQ,01HSYMW9WHYEG53TSPBZ7YDPGC,1714091253699,1711499285865
Buy,1,53.9,01H6RZ1ETKA3N7HAAA2TKWJGWQ,01HRQDDD07106Q1JK1CQ38NWKH,1712774802364,1710182842667
Buy,4,50,01H6RZ1ETKA3N7HAAA2TKWJGWQ,01HT07PHTSCC91MAZ4P7VZ4GHK,1714144539815,1711552547796
Buy,1,2,01H6RZ1ETKA3N7HAAA2TKWJGWQ,01HR7ZS246VARFPEZT1QXRAA2C,1712253590965,1709665218532
Buy,1,1,01H6RZ1ETKA3N7HAAA2TKWJGWQ,01HR7ZQV4KWYKMFMYCWNVGWPYB,1712253549359,1709665178486
Sell,1,68.5,01H6RZ1ETKA3N7HAAA2TKWJGWQ,01HSXA356VZENCEEYYTXF5SAP1,1714046379354,1711454420831
Sell,2,69,01H6RZ1ETKA3N7HAAA2TKWJGWQ,01HSPS95F86WEKPKVQH1HSCJKV,1713827425599,1711235465955
Sell,10,71.99,01H6RZ1ETKA3N7HAAA2TKWJGWQ,01HSC3WB70YFTSY7W6PNDX6SGZ,1713469448820,1710877481198
Sell,50,72,01H6RZ1ETKA3N7HAAA2TKWJGWQ,01HS9GXKTJPZHJGY90ZSRA262Z,1713382453103,1710790490511
Sell,1,299,01H6RZ1ETKA3N7HAAA2TKWJGWQ,01HR8BWY5N17D5P7E2BB00TFV7,1712266258364,1709677927683
