ID,Type,Quantity,Price,Amount Crypto,Payment Currency,Created At,Updated At
01HTH9DK1FTB2G5EJ1ATZHEJ25,,5,64.88,,usdc,1712124775470,1712124775470
01HTFSKNWD5KSX7FJVWE7XCZ12,,10,64.2,,usdc,1712074643341,1712074643341
01HTFSJH5E7461SZYNPBTB5R1P,,2,64,,usdc,1712074605742,1712074605742
01HTDKYXF033EQ3KD9GK4Y4Q6D,,15,64,,usdc,1712001611232,1712001611232
01HTD9TGWK8F32YRAK8MDAJSMY,buy,10,63.617,636178500,USDC,1711990971000,1711990981524
01HTCYKC8DYSCMB9HV0J6Q2DXX,buy,5,63.146,315730500,USDC,1711979198000,1711979213069
01HTA1GEH48BCT2D75PNZ0N4GH,buy,5,62.842,314211000,USDC,1711881590000,1711881599524
01HT9P7NG2T37DXAT89KKC63H5,,3,64,,usdc,1711869777410,1711869777410
01HT9EHFDE5G7TYKT5MWPCZVJD,,14,62.62,,usdc,1711861710254,1711861710254
01HT6CRVTFEKC7ZYNAZH511WZR,buy,1,62.68,62688750,USDC,1711759182000,1711759191888
