ID,Type,Quantity,Price,Amount Crypto,Payment Currency,Created At,Updated At
01HRKQ5RFD61ADH299Y7XJ2Q3J,sell,3,41.19,123578286,USDC,1710058810000,1710058824173
01HRK7D93MJVC5S7WE9Y1TV1ND,sell,1,41.42,41422974,USDC,1710042279000,1710042293365
01HRBNJ262BAFMW29SC86RYWPA,sell,2,41.58,83166480,USDC,1709788680000,1709788694722
01HQZHHWA1ZCXA1RPHTN8JCT2Q,sell,10,42.227,422278362,USDC,1709381827000,1709381841218
01HQXKYBTDHGJAY5Y4P01FZGWS,sell,10,43.219,432195972,USDC,1709317229000,1709317238605
01HQS596T76CDVBW4SVAQG0GFK,sell,20,44.498000000000005,889963122,USDC,1709167635000,1709167647559
01HQRCXAHA9ZASN7RKX95FZG5H,buy,22,46.753181818181815,1028570265,USDC,1709142074000,1709142092330
01HQGRANCF83HNZ4JJ2H0MAGM6,sell,10,43.93,439305662,USDC,1708885618000,1708885628303
01HQAVA3912NSMBN6J9K529GJX,buy,25,45.5124,1137814974,USDC,1708687419000,1708687428898
01HQ9Q5Y8WQ04R308N0XNN6CTW,buy,2,44.105,88219866,USDC,1708649534000,1708649543965
