ID,Type,Quantity,Price,Amount Crypto,Payment Currency,Created At,Updated At
01HTG2FQDDEKFBE5JABE15QZT3,sell,2,43.405,86810816,USDC,1712083939000,1712083951021
01HTAWD78Z65TTDWHB67Q8SZPV,buy,2,42.085,84176081,USDC,1711909791000,1711909805344
01HTAKMNCJTBDERRNYAZZC8SGP,sell,10,41.475,414752851,USDC,1711900602000,1711900611987
01HTAKJMA5MSHE2SV2727E274J,sell,5,44.068,220347390,USDC,1711900535000,1711900545349
01HTAKGX2VXTPMPXT7K404BX53,sell,5,45.589999999999996,227950055,USDC,1711900474000,1711900488796
01HT8HDXDJEWMKN00721YJ1HXA,buy,1,48.59,48590810,USDC,1711831170000,1711831184818
01HT8H2FK7KY2ADTZ1J8GTSEE0,buy,1,48.29,48296526,USDC,1711830796000,1711830810215
01HT856A6MEHMJJ8XT4AGY3BJD,sell,5,46.327999999999996,231640680,USDC,1711818343000,1711818352852
01HT7TMEGKB86G20B1C0TJEHRB,sell,5,47.614,238076035,USDC,1711807272000,1711807281683
01HT3H8G0EG2V6EQ4J5PTVG5J8,sell,11,48.23090909090909,530543188,USDC,1711663222000,1711663235086
