ID,Type,Quantity,Price,Amount Crypto,Payment Currency,Created At,Updated At
01HTDTYEQR8JDW74S16ZVYMQ4M,,2,41.65,,usdc,1712008936184,1712008936184
01HT2FR23TC69R5R79VEVRW7C1,,2,41.65,,usdc,1711628093562,1711628093562
01HT27WNNMDZ37GDC9NZXRTTTD,,2,41.65,,usdc,1711619856052,1711619856052
01HT1F2193QX0ZKNYZZJ7FJ4PH,,1,41.65,,usdc,1711593817379,1711593817379
01HSW7K06EC82TW6F5TESQ8Z11,,1,41.65,,usdc,1711418212558,1711418212558
01HSMD0KGRCVT8QVVJBQ5X3KE6,,1,41.65,,usdc,1711155465751,1711155465751
01HRW8C4GYZMT0AZDTB5SF5H6Z,,22,42,,usdc,1710345294366,1710345294366
01HRVX78JKERQSK69FS3Y40WKN,,1,40,,usdc,1710333600338,1710333600338
01HRVX784GXNXN25CEC1R5YMA7,,1,39.99,,usdc,1710333599888,1710333599888
01HRVX77ZA6PMZH4X9NF6P2RWR,,1,40,,usdc,1710333599721,1710333599721
