ID,Type,Quantity,Price,Amount Crypto,Payment Currency,Created At,Updated At
01HTG1FW63RBD40RQR51SRF0MG,buy,1,23.91,23912129,USDC,1712082893000,1712082907332
01HTF591MDSD9PTGDRDPVBC93W,buy,5,23.130000000000003,115653904,USDC,1712053313000,1712053323405
01HTF562RXZVT84GFWTZY1RZFE,buy,4,21.9775,87912554,USDC,1712053212000,1712053226270
01HTF50T690E4Z31309SSR8X2K,,1,27,,usdc,1712053053641,1712053053641
01HTESHSBGWJPKXBJ1Y9JVTFVZ,sell,20,22.857,457149204,USDC,1712041013000,1712041026929
01HTE5ZY64WMC5BZEB6SJ16QCF,buy,1,26.57,26579052,USDC,1712020509000,1712020519108
01HT8Z0P5GKN6TQ4DAD1T5PTRB,,1,35,,usdc,1711845431472,1711845431472
01HT8KFB50PTK6NZ7EASKBCPE8,buy,1,26.45,26452741,USDC,1711833314000,1711833328801
01HT6VE2JQGV7MHKHHF31G9K65,buy,2,25.96,51920841,USDC,1711774557000,1711774567000
01HT6TMFDERTNW9MPBMHSBV38G,sell,9,25.556666666666665,230018984,USDC,1711773718000,1711773728174
